POB	ÁRBOL	NEWX	NEWY	UCSP	UCHGT	UCCOVA	UCCOVR	OCSP	OCHGT	OCCOVA	OCCOVR	D1	D2	NTREE	DROCK	DFOREST	Fm001	FmMg3	Fm018	Tet403	TetE02	TetMC5	Hex406	Hex402	Hex05	TetMC4	HexH03
NC	1846	249.64900	444.19200	1	0.2	1.8	0.0	3	1.4	30.0	1.3	1.5	3.7	4	9.0	35.0	119	178	244	104	183	231	97	146	198	222	295
NC	1847	253.62900	447.34400	3	0.4	25.5	0.0	3	1.4	30.0	1.3	1.5	3.7	4	5.0	35.0	121	194	246	122	183	235	95	136	200	222	295
NC	1848	255.56100	471.00000	2	1.1	27.5	3.8	5	2.4	60.0	17.5	1.0	4.5	7	7.0	7.0	121	186	246	122	183	235	95	136	198	222	283
NC	1849	255.09800	469.57300	2	0.7	27.5	3.8	5	2.4	60.0	17.5	1.0	6.0	7	5.5	7.0	119	190	244	124	173	231	97	146	198	221	289
NC	1850	262.18400	480.59400	3	1.6	50.0	0.0	5	3.0	42.5	1.3	1.0	27.0	9	14.0	17.0	121	194	246	104	183	235	95	136	198	221	283
NC	1921	187.40000	300.00000	1	0.3	26.3	1.3	2	0.4	18.8	13.8	31.0	33.0	0	12.0	60.0	119	194	246	104	183	231	97	142	198	222	283
NC	1922	208.99500	356.79200	3	1.7	82.5	83.8	6	0.6	42.5	60.0	4.5	10.2	2	2.0	80.0	125	194	246	106	183	235	95	142	198	226	283
NC	1923	211.06100	362.73200	3	1.1	60.0	65.0	7	1.4	47.5	62.5	3.3	4.5	2	3.0	80.0	121	204	246	112	183	235	95	146	198	228	295
NC	1924	228.12100	386.54600	4	0.3	6.3	0.0	9	0.3	12.5	35.0	6.1	8.3	6	9.0	85.0	119	194	244	142	183	235	97	146	198	222	295
NC	1925	229.20200	389.87500	2	0.5	36.3	0.0	5	1.1	17.5	5.0	35.0	8.3	7	4.0	85.0	119	178	246	104	183	231	97	146	200	222	271
NC	1926	230.15200	412.53000	3	1.6	85.0	0.0	7	0.8	25.0	45.0	1.0	6.0	6	2.5	90.0	119	190	244	104	183	231	97	146	198	222	295
NC	1927	247.00100	444.65600	1	0.2	1.3	0.0	7	0.4	17.5	4.3	2.9	3.0	4	11.5	80.0	119	178	246	104	183	235	93	142	198	222	287
NC	1928	248.51600	449.31600														119	194	246	142	183	231	95	142	200	222	283
NC	1929	262.93200	482.76900	2	2.1	66.3	0.0	6	2.9	45.0	0.0	1.0	2.5	6	7.0	15.0	119	190	244	124	173	231	97	146	198	221	289
NC	1930	250.58600	502.88900	3	1.7	60.0	52.5	6	0.5	3.8	50.0	17.9	20.0	0	1.0	35.0	119	190	246	124	183	231	97	142	198	222	271
NC	1931	237.80100	243.95700	2	2.2	40.0	0.0	0	0.1	0.0	0.0	11.5	12.7	3	24.5	43.0	119	178	246	104	183	231	97	142	198	221	257
NC	1932	239.76100	233.82700	2	0.7	10.0	0.0	7	1.5	17.5	0.0	6.0	9.0	6	9.5	33.0	119	194	246	104	187	231	97	146	198	221	283
NC	1933	246.25900	236.33000	7	3.3	96.3	0.0	5	2.6	62.5	1.3	3.5	9.0	6	9.2	14.0	119	178	244	104	173	231	93	146	200	221	263
NC	1934	248.25500	225.69400	2	1.1	31.3	27.5	5	0.6	18.8	45.0	8.5	9.8	2	2.8	17.0	119	194	246	104	183	231	97	142	198	222	257
NC	1935	263.81200	246.45600	2	0.7	50.0	82.5	7	1.9	25.0	45.0	8.2	19.4	1	2.0	9.0	127	194	246	106	167	235	97	142	200	228	269
NC	1936	322.73000	468.92300	1	1.5	92.5	0.0	4	0.4	15.0	0.0	6.5	11.5	5	45.0	55.0	119	186	246	104	183	231	95	136	200	222	283
NC	1937	311.73800	453.79400	1	0.4	10.0	0.5	5	0.7	16.3	0.0	4.0	11.0	2	60.0	75.0	119	178	246	106	187	235	95	134	198	226	283
NC	1938	330.16200	449.73400	4	0.8	97.5	0.0	0	0.1	0.0	0.0	6.0	8.5	4	35.0	42.0	121	194	246	122	183	235	97	136	200	221	283
NC	1939	332.67100	458.11200	4	2.9	70.0	0.0	6	3.3	73.8	0.0	1.5	2.0	7	21.0	35.0	119	194	246	104	183	231	97	142	198	221	271
NC	1940	341.09400	474.23600	5	1.6	98.8	0.0	4	1.2	35.0	0.5	1.5	4.5	5	18.0	22.0	119	190	246	124	183	231	97	146	198	226	289
NC	1941	276.59800	279.47600	4	2.2	100.0	0.5	6	0.7	12.5	2.5	8.7	21.7	1	19.0	21.0	119	178	246	104	183	231	97	142	198	221	283
NC	871	175.97400	291.07300														119	194	244	104	183	231	97	148	198	222	295
NC	873	135.05500	525.19200														119	178	246	104	167	235	93	142	198	222	287
NC	1065	273.54200	296.80800														119	194	246	104	183	231	97	142	198	222	283
NC	1066	302.72400	300.22700														119	194	246	104	183	231	97	142	198	222	283
NC	1067	300.85500	289.42100														119	194	246	104	183	231	97	142	198	222	283
NC	1069	237.09400	132.88400														119	178	244	104	185	231	97	146	200	221	261
NC	1070	208.69400	71.98000														119	178	244	106	167	231	95	146	200	221	263
NC	1072	187.14700	131.18100														119	178	244	142	183	231	97	146	198	226	283
NC	1073	132.09100	147.43100														119	206	244	104	183	231	93	146	200	221	263
NC	1074	128.32400	142.63700														119	178	244	142	183	231	97	146	200	221	257
NC	1075	126.03200	129.63800														119	178	244	104	185	231	97	146	200	221	257
NC	1076	117.26500	128.87100														119	178	244	142	185	231	95	136	200	221	261
NC	1077	131.93800	88.55800														119	178	244	142	183	231	97	136	198	221	261
NC	1078	127.02000	70.20600														119	178	244	142	185	231	95	132	200	221	261
NC	1080	74.79400	84.35700														119	178	244	104	185	231	97	146	200	221	261
NC	1081	61.54200	81.29700														119	178	244	142	185	231	97	146	200	221	261
NC	1082	48.94500	75.42300														119	178	246	104	183	231	95	142	200	222	283
NC	1083	47.03300	71.87500														117	178	244	142	183	231	97	146	200	221	261
NC	1084	24.39800	104.50800														119	178	244	142	183	231	97	146	200	221	261
NC	1085	32.27100	98.19700														119	178	244	104	167	231	93	146	200	221	261
NC	1086	149.30200	134.88200														119	178	244	104	173	231	93	146	200	221	263
NC	1087	156.73900	133.95200														119	206	244	110	183	231	93	146	200	221	261
NC	1089	175.97800	205.62100														119	206	246	142	187	235	97	142	198	226	259
NC	1090	175.24100	206.13700														119	178	246	104	183	231	97	142	200	221	283
NC	1091	179.90500	225.13400														119	178	244	104	173	231	93	146	200	221	263
NC	1092	307.84800	350.75200														119	206	246	122	173	231	95	142	200	222	295
NC	1093	309.89900	352.80200														119	194	246	122	187	235	95	146	200	222	295
NC	1094	317.89400	360.29700														119	190	246	124	173	231	97	142	198	221	289
NC	1095	317.39400	360.29700														119	192	246	110	173	235	95	146	202	221	271
NC	1096	329.29400	360.29700														119	178	246	104	183	231	97	142	198	221	283
NC	1097	301.66100	378.98800														119	194	246	104	167	231	97	142	198	221	283
NC	1098	309.08400	377.59800														119	178	246	104	183	231	97	146	198	221	271
NC	1099	310.17100	379.06700														121	194	246	104	187	235	97	146	200	222	271
NC	1100	312.57300	376.40000														119	186	246	104	183	231	97	136	198	222	295
NC	1101	324.82500	388.80400														117	192	246	110	173	235	95	146	202	221	271
NC	1102	385.99700	450.82300														119	178	246	104	183	231	97	142	198	221	283
NC	1103	342.90600	475.65200														121	192	246	112	183	231	93	142	198	228	283
NC	1104	323.03000	469.32200														119	190	246	124	185	235	97	132	200	226	261
NC	1105	327.57400	467.48600														119	194	246	104	183	231	97	142	198	221	283
NC	1106	333.32200	465.16400														119	204	246	104	183	231	95	142	198	221	283
NC	1107	334.33300	476.72000														119	194	246	104	173	235	95	146	202	222	263
NC	1108	332.80800	494.15300														119	190	244	124	173	231	97	146	198	221	271
NC	1109	331.23000	512.18400														119	204	246	104	173	231	95	132	198	221	271
NC	1110	330.78400	473.57300														119	190	246	124	185	235	93	146	198	226	257
NC	1111	268.47400	465.77400														119	204	244	142	187	231	97	132	198	221	257
NC	1112	272.90000	488.96700														119	204	244	124	187	235	93	146	202	228	289
NC	1113	281.17600	527.60200														117	178	246	104	183	235	95	146	198	221	283
NC	1115	283.55500	541.09400														119	206	246	142	183	231	97	142	198	226	283
NC	1116	271.80900	544.01300														129	206	246	124	185	231	101	146	198	222	261
NC	1117	278.93600	551.66500														119	194	246	142	183	235	97	142	198	222	283
NC	1118	290.36700	558.26500														119	194	246	104	183	231	95	142	200	222	295
NC	1119	278.93600	576.36500														119	194	244	104	173	235	97	134	200	222	283
NC	1120	269.07300	575.50200														119	178	244	116	183	235	97	142	198	222	283
NC	1121	285.96300	609.42600														119	178	246	104	183	231	97	142	198	222	283
NC	1122	198.98500	532.57000														119	190	244	124	167	231	97	142	198	221	289
NC	1123	212.63400	525.03400														119	190	244	124	183	235	97	142	198	222	289
NC	1124	230.39300	534.47600														119	178	244	124	167	231	97	146	198	221	289
NC	1125	228.75500	500.14300														119	178	244	124	183	231	97	146	198	226	289
NC	1126	228.75500	499.68900														119	206	244	124	175	235	101	134	202	228	275
NC	1127	228.84900	498.78700														119	190	244	124	173	231	97	146	198	221	289
NC	1129	232.85700	516.94900														119	194	246	104	173	235	97	136	200	222	283
NC	1132	234.37900	509.87800														119	194	246	104	183	235	95	136	200	222	283
NC	1133	221.28900	504.18500														119	178	246	110	183	231	95	136	198	222	283
NC	1135	137.35100	288.77500														119	178	246	104	173	235	97	146	200	222	271
NC	1137	121.86700	325.74900														117	192	244	112	183	235	93	132	198	228	271
NC	1138	114.73700	326.75100														119	206	246	112	185	231	95	146	200	222	295
NC	1155	194.43100	377.52400														125	204	246	106	183	231	95	136	198	228	271
NC	1156	191.39100	373.18300														119	178	246	116	183	235	97	142	198	221	257
NC	1161	170.23300	366.24100														119	206	244	112	183	235	97	146	198	226	269
NC	1164	217.97800	383.82900														119	194	246	142	183	231	97	146	200	222	295
NC	1165	206.08400	399.11100														117	194	246	142	183	235	97	142	200	222	283
NC	1169	229.23400	475.29500														121	194	246	122	183	235	95	136	198	222	283
NC	1170	222.92900	477.84300														119	204	246	104	183	231	95	142	194	221	283
NC	1173	225.09300	461.08400														119	194	246	104	183	231	97	142	198	222	295
NC	1175	220.84900	471.74700														119	204	246	104	183	231	95	142	198	221	271
NC	1176	217.56000	465.82800														121	186	246	122	183	235	95	136	200	222	295
NC	1177	205.74700	465.89200														121	194	246	122	183	235	95	136	200	222	295
NC	1178	211.29700	475.50500														121	186	246	122	183	235	95	136	198	221	295
NC	1179	195.18800	464.96800														119	178	246	104	167	235	93	142	198	222	287
NC	1181	189.17500	471.70800														121	194	246	122	183	235	95	136	200	221	295
NC	1182	188.60100	472.52700														119	178	246	104	183	231	93	142	198	222	287
NC	1183	188.02800	473.34600														121	186	246	122	183	231	95	136	200	222	295
NC	1184	188.31500	472.93700														121	194	246	122	183	235	95	136	200	222	295
NC	1186	209.45200	538.55500														119	190	244	104	173	231	97	146	198	221	289
NC	1188	219.17200	517.71000														119	190	244	124	173	231	97	146	198	221	289
NC	1189	212.09600	519.74000														119	204	246	104	183	231	95	142	198	221	283
NC	1190	217.17900	515.33600														121	194	246	104	183	235	95	136	200	222	295
NC	1191	178.81100	480.09800														119	204	246	112	183	235	97	136	198	228	271
NC	1192	169.33800	476.97000														119	178	244	102	167	235	93	142	194	221	287
NC	1193	170.02200	442.91500														121	194	246	122	183	231	95	136	200	221	283
NC	1195	140.92900	534.36600														119	178	246	102	167	235	93	142	194	221	287
NC	1196	136.11600	526.25300														119	178	246	104	167	235	93	142	198	222	287
NC	1198	233.47700	591.65100														119	206	244	110	173	231	95	144	198	228	281
NC	1199	225.44300	601.22700														119	178	244	142	183	231	97	146	200	221	261
NC	358	197.22000	326.45400														119	194	246	104	173	231	97	146	200	222	283
NC	361	227.42400	389.70100														119	194	246	142	183	235	93	142	194	222	283
NC	367	221.24400	434.12800														121	194	246	122	183	235	95	136	198	222	295
NC	369	214.34100	436.44800														117	204	246	106	183	231	95	142	198	228	295
NC	370	219.26200	437.05300	4	3.4	75.0	47.5	7	2.8	46.3	70.0	4.5	6.0	4	1.5	10.0	127	194	246	104	183	231	97	146	198	222	283
NC	382	275.85700	520.30600														119	190	244	124	173	231	97	146	198	221	289
NC	383	257.40800	548.65900	3	1.1	90.0	0.0	5	0.3	11.3	0.0	7.5	12.0	2	14.0	15.0	119	190	246	124	173	231	97	142	198	222	283
NC	387	229.22400	538.01300														119	190	244	124	173	231	97	146	198	221	289
NC	388	234.55700	545.88400	3	0.7	80.0	0.0	8	1.0	82.5	20.0	7.0	13.5	2	6.0	6.0	119	190	244	124	173	231	97	142	198	221	289
NC	390	209.23400	564.43900														119	190	244	104	167	231	97	142	198	221	271
NC	391	172.46500	316.24500														119	194	246	142	183	235	97	142	200	222	295
NC	1851	391.30700	520.07300	2	0.5	10.0	3.8	1	0.1	0.5	1.8	14.5	16.0	1	11.0	13.0	119	190	246	124	177	235	97	132	200	221	261
