MICROHAB	POINT	NAME	TREE	NEWX	NEWY
N	59	INN59		38.4000	453.5100
N	60	INN60		37.8400	455.8900
N	61	INN61		210.1800	528.7600
N	62	INN62		186.4500	560.0700
N	63	INN63		184.8200	561.6900
N	64	INN64		121.2700	556.6000
N	65	INN65		121.2700	542.6000
N	66	INN66		114.9200	532.7400
N	67	INN67		107.4100	541.7100
N	68	INN68		111.8500	547.0000
N	69	INN69		116.8300	519.5600
N	70	INN70		104.0600	517.4600
N	71	INN71		100.4800	523.2900
N	72	INN72		91.6000	520.8000
N	73	INN73		98.1600	499.2700
N	74	INN74		102.2700	500.2300
N	75	INN75		99.5900	496.1900
N	76	INN76		61.0300	460.4000
N	77	INN77		46.4200	465.0900
N	78	INN78		47.9100	455.4000
N	79	INN79		49.8000	448.8300
N	80	INN80		52.0800	443.9300
P	1	INP1		250.8300	519.0300
P	2	INP2		251.1400	528.5300
P	3	INP3		252.0500	545.2100
P	4	INP4		245.6800	568.9700
P	5	INP5		234.9000	569.7000
P	6	INP6		237.7700	580.4200
P	7	INP7		227.2000	583.0400
P	8	INP8		214.7600	602.1100
P	9	INP9		196.5800	611.2600
P	10	INP10		202.0300	617.9800
P	11	INP11		226.4900	626.4300
P	12	INP12		212.7300	642.8300
P	13	INP13		233.4300	663.6100
P	14	INP14		262.9000	650.1100
P	15	INP15		273.5000	662.7500
P	16	INP16		260.1800	693.7100
P	17	INP17		260.1800	702.7100
P	18	INP18		266.2300	719.2500
P	19	INP19		272.1500	726.3000
P	20	INP20		275.0200	732.4600
P	21	INP21		319.2200	709.0000
P	22	INP22		316.1000	691.2800
P	23	INP23		321.5200	682.7000
P	24	INP24		311.4200	688.5800
P	25	INP25		280.8600	707.5100
P	26	INP26		307.5500	677.8700
P	27	INP27		303.3200	666.1400
P	28	INP28		310.9500	656.0900
P	29	INP29		317.5100	647.5800
P	30	INP30		306.7000	646.4100
P	31	INP31		307.5500	639.2200
P	32	INP32		301.5300	637.8500
P	33	INP33		293.3400	641.7800
P	34	INP34		290.4900	631.1600
P	35	INP35		290.4900	621.3000
P	36	INP36		284.2800	607.9700
P	37	INP37		276.9300	614.1400
P	38	INP38		275.6800	605.6700
P	39	INP39		287.8800	594.5500
P	40	INP40		300.8000	612.4000
P	41	INP41		170.4300	430.2200
P	42	INP42		163.8600	426.1800
P	43	INP43		157.5500	417.1700
P	44	INP44		153.1300	418.2300
P	45	INP45		150.0600	434.3200
P	46	INP46		132.2600	433.7600
P	47	INP47		130.1300	458.0700
P	48	INP48		116.9400	452.9500
P	49	INP49		99.7000	449.9200
P	50	INP50		107.2800	472.2800
P	51	INP51		94.4600	420.1700
P	52	INP52		77.9700	402.4100
P	53	INP53		64.5300	407.3000
P	54	INP54		63.5700	403.6700
P	55	INP55		60.1900	397.6500
P	56	INP56		57.3100	439.7300
P	57	INP57		75.8000	450.3900
P	58	INP58		71.9200	468.4400
P	59	INP59		57.7800	460.9700
P	60	INP60		59.4900	482.7100
P	61	INP61		169.1100	479.4100
P	62	INP62		167.2700	472.5500
P	63	INP63		157.9500	480.3800
P	64	INP64		144.0600	502.0100
P	65	INP65		146.9400	486.1300
P	66	INP66		125.3200	496.2800
P	67	INP67		126.2800	499.6300
P	68	INP68		137.1500	504.3600
P	69	INP69		123.8000	513.7100
P	70	INP70		117.1300	511.9300
P	71	INP71		220.0200	471.1600
P	72	INP72		219.3900	478.3500
P	73	INP73		220.0600	464.8200
P	74	INP74		214.4300	464.9600
P	75	INP75		210.5000	465.6600
P	76	INP76		206.1400	459.4300
P	77	INP77		203.3300	477.6100
P	78	INP78		196.9200	480.2000
P	79	INP79		187.7100	474.7600
P	80	INP80		171.0000	486.4600
R	1	INR1		255.8900	462.2200
R	2	INR2		255.3700	465.1700
R	3	INR3		255.3400	466.1800
R	4	INR4		252.1200	465.3400
R	5	INR5		259.5400	462.8600
R	6	INR6		256.6200	443.3000
R	7	INR7		250.8900	441.6300
R	8	INR8		247.9600	440.9000
R	9	INR9		256.2600	439.9800
R	10	INR10		256.2400	436.9300
R	11	INR11		138.9400	444.8800
R	12	INR12		137.1400	447.6400
R	13	INR13		135.6800	445.2600
R	14	INR14		134.0900	441.8600
R	15	INR15		137.3500	444.3000
R	16	INR16		155.1100	305.2000
R	17	INR17		160.4100	309.2800
R	18	INR18		162.7200	309.9000
R	19	INR19		163.8900	305.9400
R	20	INR20		157.6300	303.8300
R	21	INR21		135.2200	325.5600
R	22	INR22		131.2700	327.0000
R	23	INR23		126.3800	328.7800
R	24	INR24		118.3000	325.9400
R	25	INR25		116.7500	323.3300
R	26	INR26		134.4100	365.3100
R	27	INR27		135.9900	366.9400
R	28	INR28		131.2200	371.3100
R	29	INR29		129.9200	368.6700
R	30	INR30		127.3700	366.6400
R	31	INR31		46.5700	380.8300
R	32	INR32		51.6400	376.9300
R	33	INR33		50.2900	372.8500
R	34	INR34		53.3200	369.1400
R	35	INR35		54.8100	363.1600
R	36	INR36		61.0200	360.1900
R	37	INR37		65.4600	358.3100
R	38	INR38		65.0900	354.3700
R	39	INR39		65.8700	347.4000
R	40	INR40		68.5700	342.7300
R	41	INR41		201.3300	471.6200
R	42	INR42		198.2000	472.2500
R	43	INR43		194.2300	474.0500
R	44	INR44		191.4700	470.7600
R	45	INR45		188.2100	467.5000
R	46	INR46		291.6800	513.6600
R	47	INR47		290.1000	515.5500
R	48	INR48		291.0600	514.7000
R	49	INR49		296.9100	517.5300
R	50	INR50		295.4200	514.2300
R	51	INR51		279.8600	519.6600
R	52	INR52		281.6100	519.8000
R	53	INR53		278.9100	522.7200
R	54	INR54		277.0100	523.6600
R	55	INR55		280.3400	524.7700
R	56	INR56		281.1800	524.5100
R	57	INR57		282.7200	526.1100
R	58	INR58		281.9200	526.8400
R	59	INR59		280.9400	527.8100
R	60	INR60		283.2100	528.8700
R	61	INR61		284.0300	526.6100
R	62	INR62		290.1000	525.6500
R	63	INR63		291.0100	528.8700
R	64	INR64		287.3900	535.0000
R	65	INR65		283.1000	537.4900
R	66	INR66		280.3400	545.6300
R	67	INR67		287.3400	549.1400
R	68	INR68		299.0100	557.2900
R	69	INR69		295.3700	559.4900
R	70	INR70		292.2700	562.6700
R	71	INR71		279.3000	662.7500
R	72	INR72		283.5400	671.1700
R	73	INR73		289.3200	671.2300
R	74	INR74		293.2600	674.0400
R	75	INR75		295.3400	670.8200
R	76	INR76		291.2400	681.3300
R	77	INR77		295.0400	683.1000
R	78	INR78		298.4300	684.8500
R	79	INR79		301.9900	687.5000
R	80	INR80		307.9100	695.5200
S	1	INS1		261.6000	463.2200
S	2	INS2		261.4700	479.8200
S	3	INS3		273.6200	465.3400
S	4	INS4		269.1700	490.5500
S	5	INS5		259.8400	503.2100
S	6	INS6		204.5000	535.1600
S	7	INS7		213.5300	532.9800
S	8	INS8		220.0400	530.9600
S	9	INS9		232.2900	518.4500
S	10	INS10		238.2700	515.6600
S	11	INS11		264.4500	453.1700
S	12	INS12		249.4000	419.4200
S	13	INS13		241.4800	401.5800
S	14	INS14		218.3700	360.5100
S	15	INS15		188.3100	317.7900
S	16	INS16		177.5500	481.8700
S	17	INS17		179.6600	487.9900
S	18	INS18		165.9000	495.3000
S	19	INS19		162.0700	489.7100
S	20	INS20		166.4000	483.8900
S	21	INS21		73.2800	413.3900
S	22	INS22		78.4800	422.4000
S	23	INS23		80.2800	425.5100
S	24	INS24		94.8100	431.6600
S	25	INS25		152.1000	486.4600
S	26	INS26		140.9300	475.5200
S	27	INS27		137.5100	459.3700
S	28	INS28		136.9300	446.2900
S	29	INS29		100.9700	435.3700
S	30	INS30		117.7200	437.3000
S	31	INS31		126.3000	473.9400
S	32	INS32		118.2900	475.2300
S	33	INS33		99.2200	481.9900
S	34	INS34		93.5500	490.9500
S	35	INS35		81.7400	501.7800
S	36	INS36		77.2800	487.8700
S	37	INS37		78.1400	476.3100
S	38	INS38		79.3500	457.1700
S	39	INS39		90.4200	459.4300
S	40	INS40		97.8100	465.9500
S	41	INS41		241.7100	577.8200
S	42	INS42		236.1700	564.1300
S	43	INS43		237.4800	559.7700
S	44	INS44		241.5500	554.0100
S	45	INS45		243.4400	549.2200
S	46	INS46		245.0900	543.3400
S	47	INS47		247.7400	540.0800
S	48	INS48		250.8200	538.2200
S	49	INS49		252.8400	536.1400
S	50	INS50		246.5500	535.6800
S	51	INS51		230.1400	579.6300
S	52	INS52		236.2600	596.0400
S	53	INS53		243.3800	611.8000
S	54	INS54		245.8700	626.2100
S	55	INS55		277.1000	656.5200
S	56	INS56		269.8000	648.9400
S	57	INS57		249.0800	603.9500
S	58	INS58		243.2900	586.7600
S	59	INS59		246.0600	579.0700
S	60	INS60		254.5900	621.5400
S	61	INS61		252.1400	545.6300
S	62	INS62		257.1100	544.6200
S	63	INS63		258.3300	548.5300
S	64	INS64		264.1000	547.0500
S	65	INS65		268.1300	547.7900
S	66	INS66		270.1000	550.4100
S	67	INS67		274.2800	549.1300
S	68	INS68		275.8900	553.3400
S	69	INS69		279.5500	554.7000
S	70	INS70		275.8300	562.4400
S	71	INS71		287.1400	564.3300
S	72	INS72		290.0500	572.3200
S	73	INS73		291.5600	576.4600
S	74	INS74		304.7700	601.5000
S	75	INS75		309.1400	604.0600
S	76	INS76		314.8400	606.5800
S	77	INS77		316.5000	612.4000
S	78	INS78		320.3200	614.1100
S	79	INS79		323.2100	618.4000
S	80	INS80		322.8200	622.6700
Poste esq. N		INPoste esq. N		265.1200	751.0300
Poste esq. S		INPoste esq. S		200.0000	300.0000
