orden	loc	area	mhab1	mhab2	point	name	ox	oy	x	y	species	code	year	n	densm2
59284	IN	OLD	A	A	25	I0025	41,88	115,92	241,88	415,92	Larb	seedling	1999	0	0,00
59285	IN	OLD	A	A	26	I0026	32,81	111,69	232,81	411,69	Cmon	seedling	1999	0	0,00
59286	IN	OLD	A	A	27	I0027	22,7	121,8	222,70	421,80	Pmah	seedling	1999	2	12,05
59287	IN	OLD	A	A	28	I0028	40,8	107,14	240,80	407,14	Rspp	seedling	1999	0	0,00
59288	IN	OLD	A	A	29	I0029	39,38	97,94	239,38	397,94	Cmon	seedling	1999	1	6,02
59289	IN	OLD	A	A	30	I0030	42,29	95,5	242,29	395,50	Pmah	seedling	1999	5	30,12
59290	IN	OLD	A	A	31	I0031	28,43	80,42	228,43	380,42	Cmon	seedling	1999	0	0,00
59291	IN	OLD	A	A	32	I0032	16,28	56,89	216,28	356,89	Larb	seedling	1999	2	12,05
59292	IN	OLD	A	A	33	I0033	-5,15	15,77	194,85	315,77	Larb	seedling	1999	0	0,00
59293	IN	OLD	A	A	34	I0034	-59,99	-16,37	140,01	283,63	Cmon	seedling	1999	0	0,00
59294	IN	OLD	A	A	35	I0035	-64,22	-7,06	135,78	292,94	Cmon	seedling	1999	0	0,00
59295	IN	OLD	A	A	36	I0036	-64,22	7,64	135,78	307,64	Tbac	seedling	1999	0	0,00
59296	IN	OLD	A	A	37	I0037	-66,86	17,49	133,14	317,49	Tbac	seedling	1999	0	0,00
59297	IN	OLD	A	A	38	I0038	-88,16	10,51	111,84	310,51	Tbac	seedling	1999	0	0,00
59298	IN	OLD	A	A	39	I0039	-71,05	48,78	128,95	348,78	Tbac	seedling	1999	0	0,00
59299	IN	OLD	A	A	40	I0040	40,35	128,48	240,35	428,48	Tbac	seedling	1999	0	0,00
59300	IN	OLD	A	A	41	I0041	-56,02	-19,67	143,98	280,33	Cmon	seedling	1999	1	6,02
59301	IN	OLD	A	A	42	I0042	-62,47	-13,27	137,53	286,73	Cmon	seedling	1999	0	0,00
59302	IN	OLD	A	A	43	I0043	-59,19	-1,65	140,81	298,35	Jpho	seedling	1999	0	0,00
59303	IN	OLD	A	A	44	I0044	-71,3	7,02	128,70	307,02	Larb	seedling	1999	0	0,00
59304	IN	OLD	A	A	45	I0045	-70,31	1,51	129,69	301,51	Rspp	seedling	1999	0	0,00
59305	IN	OLD	A	A	46	I0046	-67,42	13,18	132,58	313,18	Rspp	seedling	1999	0	0,00
59306	IN	OLD	A	A	47	I0047	-68,27	14,65	131,73	314,65	Larb	seedling	1999	0	0,00
59307	IN	OLD	A	A	48	I0048	-74,38	15,73	125,62	315,73	Rspp	seedling	1999	0	0,00
59308	IN	OLD	A	A	49	I0049	-50,87	20,5	149,13	320,50	Jpho	seedling	1999	0	0,00
59309	IN	OLD	A	A	50	I0050	14,93	104,48	214,93	404,48	Jpho	seedling	1999	0	0,00
59310	IN	OLD	A	A	51	I0051	-71,47	-11,77	128,53	288,23	Pmah	seedling	1999	0	0,00
59311	IN	OLD	A	A	52	I0052	-74,77	-12,02	125,23	287,98	Pmah	seedling	1999	5	30,12
59312	IN	OLD	A	A	53	I0053	-22,45	20,53	177,55	320,53	Larb	seedling	1999	0	0,00
59313	IN	OLD	A	A	68	I0068	-42,43	233,21	157,57	533,21	Larb	seedling	1999	0	0,00
59314	IN	OLD	A	A	69	I0069	-44,03	240,71	155,97	540,71	Larb	seedling	1999	0	0,00
59315	IN	OLD	A	A	70	I0070	-123,87	183,58	76,13	483,58	Larb	seedling	1999	0	0,00
59316	IN	OLD	A	A	79	I0079	-60,02	145,26	139,98	445,26	Jpho	seedling	1999	0	0,00
59317	IN	OLD	A	A	80	I0080	-65,1	70,99	134,90	370,99	Tbac	seedling	1999	0	0,00
59318	IN	OLD	A	A	54a	I0054a	-19,33	25,42	180,67	325,42	Larb	seedling	1999	0	0,00
59319	IN	OLD	B	B	1	INB1	77,83	161,18	277,83	461,18	Jcom	seedling	1999	0	0,00
59320	IN	OLD	B	B	2	INB2	62,12	165,34	262,12	465,34	Jcom	seedling	1999	0	0,00
59321	IN	OLD	B	B	3	INB3	49,8	179,09	249,80	479,09	Jcom	seedling	1999	0	0,00
59322	IN	OLD	B	B	4	INB4	9,85	163,87	209,85	463,87	Jcom	seedling	1999	0	0,00
59323	IN	OLD	B	B	5	INB5	-3,3	175,99	196,70	475,99	Jcom	seedling	1999	0	0,00
59324	IN	OLD	B	B	6	INB6	-24,93	192,28	175,07	492,28	Jcom	seedling	1999	0	0,00
59325	IN	OLD	B	B	7	INB7	-63,42	209,06	136,58	509,06	Jcom	seedling	1999	0	0,00
59326	IN	OLD	B	B	8	INB8	-58,06	169,88	141,94	469,88	Jcom	seedling	1999	0	0,00
59327	IN	OLD	B	B	9	INB9	-55,85	146,31	144,15	446,31	Jcom	seedling	1999	0	0,00
59328	IN	OLD	B	B	10	INB10	-88,12	139,7	111,88	439,70	Jcom	seedling	1999	0	0,00
59329	IN	OLD	B	B	11	INB11	-46,83	154,01	153,17	454,01	Jcom	seedling	1999	0	0,00
59330	IN	OLD	B	B	12	INB12	-66,09	163,47	133,91	463,47	Jcom	seedling	1999	0	0,00
59331	IN	OLD	B	B	13	INB13	-76,29	147,82	123,71	447,82	Jcom	seedling	1999	0	0,00
59332	IN	OLD	B	B	14	INB14	-95,77	124,21	104,23	424,21	Jcom	seedling	1999	0	0,00
59333	IN	OLD	B	B	15	INB15	-98,06	124,31	101,94	424,31	Jcom	seedling	1999	0	0,00
59334	IN	OLD	B	B	16	INB16	-3,49	9,58	196,51	309,58	Bvul	seedling	1999	0	0,00
59335	IN	OLD	B	B	17	INB17	9,13	59,23	209,13	359,23	Bvul	seedling	1999	0	0,00
59336	IN	OLD	B	B	18	INB18	7,75	59,47	207,75	359,47	Bvul	seedling	1999	0	0,00
59337	IN	OLD	B	B	19	INB19	64,03	161,85	264,03	461,85	Bvul	seedling	1999	0	0,00
59338	IN	OLD	B	B	20	INB20	79,75	178,48	279,75	478,48	Bvul	seedling	1999	0	0,00
59339	IN	OLD	B	B	21	INB21	5,37	175,82	205,37	475,82	Bvul	seedling	1999	0	0,00
59340	IN	OLD	B	B	22	INB22	-19,74	177,2	180,26	477,20	Bvul	seedling	1999	1	6,02
59341	IN	OLD	B	B	23	INB23	-22,25	174,77	177,75	474,77	Bvul	seedling	1999	1	6,02
59342	IN	OLD	B	B	24	INB24	-26,72	170,07	173,28	470,07	Bvul	seedling	1999	0	0,00
59343	IN	OLD	B	B	25	INB25	-75,62	172,28	124,38	472,28	Bvul	seedling	1999	0	0,00
59344	IN	OLD	B	B	26	INB26	-66,75	140,34	133,25	440,34	Bvul	seedling	1999	0	0,00
59345	IN	OLD	B	B	27	INB27	-76,3	133,11	123,70	433,11	Bvul	seedling	1999	0	0,00
59346	IN	OLD	B	B	28	INB28	-89,1	125,9	110,90	425,90	Bvul	seedling	1999	0	0,00
59347	IN	OLD	B	B	29	INB29	-125,21	110,54	74,79	410,54	Bvul	seedling	1999	0	0,00
59348	IN	OLD	B	B	30	INB30	-128,5	132,88	71,50	432,88	Bvul	seedling	1999	0	0,00
59349	IN	OLD	B	B	31	INB31	-24,62	8,96	175,38	308,96	Rsax	seedling	1999	0	0,00
59350	IN	OLD	B	B	32	INB32	-13,78	6,42	186,22	306,42	Rsax	seedling	1999	0	0,00
59351	IN	OLD	B	B	33	INB33	-12,58	14,83	187,42	314,83	Rsax	seedling	1999	0	0,00
59352	IN	OLD	B	B	34	INB34	-2,12	25,27	197,88	325,27	Rsax	seedling	1999	0	0,00
59353	IN	OLD	B	B	35	INB35	0,65	28,57	200,65	328,57	Rsax	seedling	1999	0	0,00
59354	IN	OLD	B	B	36	INB36	1,08	30,82	201,08	330,82	Rsax	seedling	1999	0	0,00
59355	IN	OLD	B	B	37	INB37	12,11	60,2	212,11	360,20	Rsax	seedling	1999	0	0,00
59356	IN	OLD	B	B	38	INB38	59,04	137,3	259,04	437,30	Rsax	seedling	1999	0	0,00
59357	IN	OLD	B	B	39	INB39	73,62	178,24	273,62	478,24	Rsax	seedling	1999	0	0,00
59358	IN	OLD	B	B	40	INB40	71,65	187,86	271,65	487,86	Rsax	seedling	1999	0	0,00
59359	IN	OLD	B	B	74	INB74	56,62	135,9	256,62	435,90	Rsax	seedling	1999	0	0,00
59360	IN	OLD	B	B	75	INB75	-3,63	31,14	196,37	331,14	Rsax	seedling	1999	0	0,00
59361	IN	OLD	B	B	76	INB76	-8	27,42	192,00	327,42	Rsax	seedling	1999	0	0,00
59362	IN	OLD	B	B	77	INB77	-9,43	25,42	190,57	325,42	Rsax	seedling	1999	0	0,00
59363	IN	OLD	B	B	78	INB78	-31,48	11,46	168,52	311,46	Rsax	seedling	1999	0	0,00
59364	IN	OLD	B	B	79	INB79	-65,18	3,9	134,82	303,90	Rsax	seedling	1999	0	0,00
59365	IN	OLD	B	B	80	INB80	-65,44	-2,52	134,56	297,48	Rsax	seedling	1999	0	0,00
59366	IN	OLD	N	N	1	INN1	-2,17	164,39	197,83	464,39	Qfag	seedling	1999	0	0,00
59367	IN	OLD	N	N	2	INN2	-7,71	161,39	192,29	461,39	Agra	seedling	1999	0	0,00
59368	IN	OLD	N	N	3	INN3	-31,77	151,62	168,23	451,62	Qfag	seedling	1999	0	0,00
59369	IN	OLD	N	N	4	INN4	-42,25	150,67	157,75	450,67	Qfag	seedling	1999	0	0,00
59370	IN	OLD	N	N	5	INN5	-49,72	172,18	150,28	472,18	Qfag	seedling	1999	0	0,00
59371	IN	OLD	N	N	6	INN6	-68,29	181,17	131,71	481,17	Qfag	seedling	1999	0	0,00
59372	IN	OLD	N	N	7	INN7	-71,28	178,03	128,72	478,03	Agra	seedling	1999	0	0,00
59373	IN	OLD	N	N	8	INN8	-78,58	165,69	121,42	465,69	Qfag	seedling	1999	0	0,00
59374	IN	OLD	N	N	9	INN9	-84,66	168,52	115,34	468,52	Qfag	seedling	1999	0	0,00
59375	IN	OLD	N	N	10	INN10	-106,28	208,78	93,72	508,78	Qfag	seedling	1999	0	0,00
59376	IN	OLD	N	N	11	INN11	-107,15	198,92	92,85	498,92	Qfag	seedling	1999	0	0,00
59377	IN	OLD	N	N	12	INN12	-93,58	186,79	106,42	486,79	Qfag	seedling	1999	0	0,00
59378	IN	OLD	N	N	13	INN13	-121,25	172,12	78,75	472,12	Qfag	seedling	1999	0	0,00
59379	IN	OLD	N	N	14	INN14	-134,6	151,35	65,40	451,35	Qfag	seedling	1999	0	0,00
59380	IN	OLD	N	N	15	INN15	-138,48	144,65	61,52	444,65	Qile	seedling	1999	0	0,00
59381	IN	OLD	N	N	16	INN16	-140,12	132,79	59,88	432,79	Qfag	seedling	1999	0	0,00
59382	IN	OLD	N	N	17	INN17	-104,72	111,81	95,28	411,81	Agra	seedling	1999	0	0,00
59383	IN	OLD	N	N	18	INN18	-97,2	114,55	102,80	414,55	Qile	seedling	1999	0	0,00
59384	IN	OLD	N	N	19	INN19	-88,08	105,43	111,92	405,43	Agra	seedling	1999	0	0,00
59385	IN	OLD	N	N	20	INN20	-83,76	113,37	116,24	413,37	Agra	seedling	1999	0	0,00
59386	IN	OLD	N	N	21	INN21	-54,37	108,25	145,63	408,25	Agra	seedling	1999	1	6,02
59387	IN	OLD	N	N	22	INN22	-53,81	123,63	146,19	423,63	Qile	seedling	1999	0	0,00
59388	IN	OLD	N	N	23	INN23	-26,62	132,57	173,38	432,57	Qfag	seedling	1999	0	0,00
59389	IN	OLD	N	N	24	INN24	-20,34	127,3	179,66	427,30	Agra	seedling	1999	0	0,00
59390	IN	OLD	N	N	25	INN25	-25,33	136,27	174,67	436,27	Qfag	seedling	1999	0	0,00
59391	IN	OLD	N	N	26	INN26	56,18	190,25	256,18	490,25	Agra	seedling	1999	0	0,00
59392	IN	OLD	N	N	27	INN27	51,42	126,31	251,42	426,31	Qile	seedling	1999	0	0,00
59393	IN	OLD	N	N	28	INN28	37,62	91,38	237,62	391,38	Qfag	seedling	1999	0	0,00
59394	IN	OLD	N	N	29	INN29	6,44	33,83	206,44	333,83	Qfag	seedling	1999	0	0,00
59395	IN	OLD	N	N	30	INN30	-45,28	-11,54	154,72	288,46	Qile	seedling	1999	0	0,00
59396	IN	OLD	N	N	31	INN31	-42,78	-4,68	157,22	295,32	Qile	seedling	1999	0	0,00
59397	IN	OLD	N	N	32	INN32	-57,94	-8,74	142,06	291,26	Qile	seedling	1999	0	0,00
59398	IN	OLD	N	N	33	INN33	-55,38	-1,7	144,62	298,30	Qile	seedling	1999	0	0,00
59399	IN	OLD	N	N	34	INN34	-52,5	-16,53	147,50	283,47	Qfag	seedling	1999	0	0,00
59400	IN	OLD	N	N	35	INN35	-69,11	-5,28	130,89	294,72	Qile	seedling	1999	0	0,00
59401	IN	OLD	N	N	36	INN36	-65,88	-0,88	134,12	299,12	Qile	seedling	1999	0	0,00
59402	IN	OLD	N	N	37	INN37	-62,19	31,82	137,81	331,82	Agra	seedling	1999	0	0,00
59403	IN	OLD	N	N	38	INN38	-81,78	28,78	118,22	328,78	Agra	seedling	1999	0	0,00
59404	IN	OLD	N	N	39	INN39	-93,11	24,2	106,89	324,20	Qile	seedling	1999	0	0,00
59405	IN	OLD	N	N	40	INN40	-74,09	42,25	125,91	342,25	Qile	seedling	1999	0	0,00
59406	IN	OLD	N	N	41	INN41	11,99	227,92	211,99	527,92	Qfag	seedling	1999	0	0,00
59407	IN	OLD	N	N	42	INN42	30,2	198,35	230,20	498,35	Agra	seedling	1999	0	0,00
59408	IN	OLD	N	N	43	INN43	43,25	195,48	243,25	495,48	Agra	seedling	1999	0	0,00
59409	IN	OLD	N	N	44	INN44	52,95	187,9	252,95	487,90	Agra	seedling	1999	0	0,00
59410	IN	OLD	N	N	45	INN45	52,6	190,39	252,60	490,39	Agra	seedling	1999	0	0,00
59411	IN	OLD	N	N	46	INN46	0,89	162,85	200,89	462,85	Qfag	seedling	1999	0	0,00
59412	IN	OLD	N	N	47	INN47	-8,53	161,06	191,47	461,06	Agra	seedling	1999	1	6,02
59413	IN	OLD	N	N	48	INN48	-31,5	148,83	168,50	448,83	Qfag	seedling	1999	0	0,00
59414	IN	OLD	N	N	49	INN49	-41,96	147,91	158,04	447,91	Qfag	seedling	1999	0	0,00
59415	IN	OLD	N	N	50	INN50	-52,76	106,33	147,24	406,33	Agra	seedling	1999	0	0,00
59416	IN	OLD	N	N	51	INN51	-52,18	110,15	147,82	410,15	Agra	seedling	1999	1	6,02
59417	IN	OLD	N	N	52	INN52	-52,12	111,88	147,88	411,88	Agra	seedling	1999	0	0,00
59418	IN	OLD	N	N	53	INN53	-77,2	103	122,80	403,00	Qfag	seedling	1999	0	0,00
59419	IN	OLD	N	N	54	INN54	-85,08	110,14	114,92	410,14	Agra	seedling	1999	1	6,02
59420	IN	OLD	N	N	55	INN55	-101,46	111,57	98,54	411,57	Agra	seedling	1999	0	0,00
59421	IN	OLD	N	N	56	INN56	-143,03	135,24	56,97	435,24	Qfag	seedling	1999	0	0,00
59422	IN	OLD	N	N	57	INN57	-170,76	117,99	29,24	417,99	Qfag	seedling	1999	0	0,00
59423	IN	OLD	N	N	58	INN58	-122,51	143,96	77,49	443,96	Qile	seedling	1999	0	0,00
59424	IN	OLD	N	N	59	INN59	-161,6	153,51	38,40	453,51	Qfag	seedling	1999	0	0,00
59425	IN	OLD	N	N	60	INN60	-162,16	155,89	37,84	455,89	Qfag	seedling	1999	0	0,00
59426	IN	OLD	N	N	61	INN61	10,18	228,76	210,18	528,76	Qfag	seedling	1999	0	0,00
59427	IN	OLD	N	N	62	INN62	-13,55	260,07	186,45	560,07	Qfag	seedling	1999	0	0,00
59428	IN	OLD	N	N	63	INN63	-15,18	261,69	184,82	561,69	Agra	seedling	1999	0	0,00
59429	IN	OLD	N	N	64	INN64	-78,73	256,6	121,27	556,60	Qfag	seedling	1999	0	0,00
59430	IN	OLD	N	N	65	INN65	-78,73	242,6	121,27	542,60	Qile	seedling	1999	0	0,00
59431	IN	OLD	N	N	66	INN66	-85,08	232,74	114,92	532,74	Qile	seedling	1999	0	0,00
59432	IN	OLD	N	N	67	INN67	-92,59	241,71	107,41	541,71	Qile	seedling	1999	0	0,00
59433	IN	OLD	N	N	68	INN68	-88,15	247	111,85	547,00	Qile	seedling	1999	0	0,00
59434	IN	OLD	N	N	69	INN69	-83,17	219,56	116,83	519,56	Qile	seedling	1999	0	0,00
59435	IN	OLD	N	N	70	INN70	-95,94	217,46	104,06	517,46	Qfag	seedling	1999	0	0,00
59436	IN	OLD	N	N	71	INN71	-99,52	223,29	100,48	523,29	Agra	seedling	1999	0	0,00
59437	IN	OLD	N	N	72	INN72	-108,4	220,8	91,60	520,80	Qfag	seedling	1999	0	0,00
59438	IN	OLD	N	N	73	INN73	-101,84	199,27	98,16	499,27	Qfag	seedling	1999	0	0,00
59439	IN	OLD	N	N	74	INN74	-97,73	200,23	102,27	500,23	Qile	seedling	1999	0	0,00
59440	IN	OLD	N	N	75	INN75	-100,41	196,19	99,59	496,19	Qfag	seedling	1999	0	0,00
59441	IN	OLD	N	N	76	INN76	-138,97	160,4	61,03	460,40	Qfag	seedling	1999	0	0,00
59442	IN	OLD	N	N	77	INN77	-153,58	165,09	46,42	465,09	Qfag	seedling	1999	0	0,00
59443	IN	OLD	N	N	78	INN78	-152,09	155,4	47,91	455,40	Qfag	seedling	1999	0	0,00
59444	IN	OLD	N	N	79	INN79	-150,2	148,83	49,80	448,83	Qfag	seedling	1999	0	0,00
59445	IN	OLD	N	N	80	INN80	-147,92	143,93	52,08	443,93	Qfag	seedling	1999	0	0,00
59446	IN	OLD	P	P	41	INP41	-29,57	130,22	170,43	430,22	Pnig	seedling	1999	0	0,00
59447	IN	OLD	P	P	42	INP42	-36,14	126,18	163,86	426,18	Pnig	seedling	1999	0	0,00
59448	IN	OLD	P	P	43	INP43	-42,45	117,17	157,55	417,17	Pnig	seedling	1999	0	0,00
59449	IN	OLD	P	P	44	INP44	-46,87	118,23	153,13	418,23	Pnig	seedling	1999	0	0,00
59450	IN	OLD	P	P	45	INP45	-49,94	134,32	150,06	434,32	Pnig	seedling	1999	5	30,12
59451	IN	OLD	P	P	46	INP46	-67,74	133,76	132,26	433,76	Pnig	seedling	1999	1	6,02
59452	IN	OLD	P	P	47	INP47	-69,87	158,07	130,13	458,07	Pnig	seedling	1999	0	0,00
59453	IN	OLD	P	P	48	INP48	-83,06	152,95	116,94	452,95	Pnig	seedling	1999	0	0,00
59454	IN	OLD	P	P	49	INP49	-100,3	149,92	99,70	449,92	Pnig	seedling	1999	1	6,02
59455	IN	OLD	P	P	50	INP50	-92,72	172,28	107,28	472,28	Pnig	seedling	1999	0	0,00
59456	IN	OLD	P	P	51	INP51	-105,54	120,17	94,46	420,17	Pnig	seedling	1999	0	0,00
59457	IN	OLD	P	P	52	INP52	-122,03	102,41	77,97	402,41	Pnig	seedling	1999	0	0,00
59458	IN	OLD	P	P	53	INP53	-135,47	107,3	64,53	407,30	Pnig	seedling	1999	0	0,00
59459	IN	OLD	P	P	54	INP54	-136,43	103,67	63,57	403,67	Pnig	seedling	1999	0	0,00
59460	IN	OLD	P	P	55	INP55	-139,81	97,65	60,19	397,65	Pnig	seedling	1999	0	0,00
59461	IN	OLD	P	P	56	INP56	-142,69	139,73	57,31	439,73	Pnig	seedling	1999	0	0,00
59462	IN	OLD	P	P	57	INP57	-124,2	150,39	75,80	450,39	Pnig	seedling	1999	0	0,00
59463	IN	OLD	P	P	58	INP58	-128,08	168,44	71,92	468,44	Pnig	seedling	1999	0	0,00
59464	IN	OLD	P	P	59	INP59	-142,22	160,97	57,78	460,97	Pnig	seedling	1999	0	0,00
59465	IN	OLD	P	P	60	INP60	-140,51	182,71	59,49	482,71	Pnig	seedling	1999	0	0,00
59466	IN	OLD	P	P	61	INP61	-30,89	179,41	169,11	479,41	Pnig	seedling	1999	0	0,00
59467	IN	OLD	P	P	62	INP62	-32,73	172,55	167,27	472,55	Pnig	seedling	1999	0	0,00
59468	IN	OLD	P	P	63	INP63	-42,05	180,38	157,95	480,38	Pnig	seedling	1999	0	0,00
59469	IN	OLD	P	P	64	INP64	-55,94	202,01	144,06	502,01	Pnig	seedling	1999	0	0,00
59470	IN	OLD	P	P	65	INP65	-53,06	186,13	146,94	486,13	Pnig	seedling	1999	0	0,00
59471	IN	OLD	P	P	66	INP66	-74,68	196,28	125,32	496,28	Pnig	seedling	1999	0	0,00
59472	IN	OLD	P	P	67	INP67	-73,72	199,63	126,28	499,63	Pnig	seedling	1999	0	0,00
59473	IN	OLD	P	P	68	INP68	-62,85	204,36	137,15	504,36	Pnig	seedling	1999	0	0,00
59474	IN	OLD	P	P	69	INP69	-76,2	213,71	123,80	513,71	Pnig	seedling	1999	0	0,00
59475	IN	OLD	P	P	70	INP70	-82,87	211,93	117,13	511,93	Pnig	seedling	1999	0	0,00
59476	IN	OLD	P	P	71	INP71	20,02	171,16	220,02	471,16	Pnig	seedling	1999	0	0,00
59477	IN	OLD	P	P	72	INP72	19,39	178,35	219,39	478,35	Pnig	seedling	1999	4	24,10
59478	IN	OLD	P	P	73	INP73	20,06	164,82	220,06	464,82	Pnig	seedling	1999	1	6,02
59479	IN	OLD	P	P	74	INP74	14,43	164,96	214,43	464,96	Pnig	seedling	1999	0	0,00
59480	IN	OLD	P	P	75	INP75	10,5	165,66	210,50	465,66	Pnig	seedling	1999	0	0,00
59481	IN	OLD	P	P	76	INP76	6,14	159,43	206,14	459,43	Pnig	seedling	1999	0	0,00
59482	IN	OLD	P	P	77	INP77	3,33	177,61	203,33	477,61	Pnig	seedling	1999	0	0,00
59483	IN	OLD	P	P	78	INP78	-3,08	180,2	196,92	480,20	Pnig	seedling	1999	0	0,00
59484	IN	OLD	P	P	79	INP79	-12,29	174,76	187,71	474,76	Pnig	seedling	1999	0	0,00
59485	IN	OLD	P	P	80	INP80	-29	186,46	171,00	486,46	Pnig	seedling	1999	1	6,02
59486	IN	OLD	R	R	1	INR1	55,89	162,22	255,89	462,22	00DA	seedling	1999	0	0,00
59487	IN	OLD	R	R	2	INR2	55,37	165,17	255,37	465,17	00DA	seedling	1999	0	0,00
59488	IN	OLD	R	R	3	INR3	55,34	166,18	255,34	466,18	00DA	seedling	1999	0	0,00
59489	IN	OLD	R	R	4	INR4	52,12	165,34	252,12	465,34	00DA	seedling	1999	0	0,00
59490	IN	OLD	R	R	5	INR5	59,54	162,86	259,54	462,86	00DA	seedling	1999	0	0,00
59491	IN	OLD	R	R	6	INR6	56,62	143,3	256,62	443,30	00DA	seedling	1999	0	0,00
59492	IN	OLD	R	R	7	INR7	50,89	141,63	250,89	441,63	00DA	seedling	1999	0	0,00
59493	IN	OLD	R	R	8	INR8	47,96	140,9	247,96	440,90	00DA	seedling	1999	0	0,00
59494	IN	OLD	R	R	9	INR9	56,26	139,98	256,26	439,98	00DA	seedling	1999	0	0,00
59495	IN	OLD	R	R	10	INR10	56,24	136,93	256,24	436,93	00DA	seedling	1999	0	0,00
59496	IN	OLD	R	R	11	INR11	-61,06	144,88	138,94	444,88	00DA	seedling	1999	0	0,00
59497	IN	OLD	R	R	12	INR12	-62,86	147,64	137,14	447,64	00DA	seedling	1999	0	0,00
59498	IN	OLD	R	R	13	INR13	-64,32	145,26	135,68	445,26	00DA	seedling	1999	0	0,00
59499	IN	OLD	R	R	14	INR14	-65,91	141,86	134,09	441,86	00DA	seedling	1999	0	0,00
59500	IN	OLD	R	R	15	INR15	-62,65	144,3	137,35	444,30	00DA	seedling	1999	0	0,00
59501	IN	OLD	R	R	16	INR16	-44,89	5,2	155,11	305,20	00DA	seedling	1999	0	0,00
59502	IN	OLD	R	R	17	INR17	-39,59	9,28	160,41	309,28	00DA	seedling	1999	0	0,00
59503	IN	OLD	R	R	18	INR18	-37,28	9,9	162,72	309,90	00DA	seedling	1999	0	0,00
59504	IN	OLD	R	R	19	INR19	-36,11	5,94	163,89	305,94	00DA	seedling	1999	0	0,00
59505	IN	OLD	R	R	20	INR20	-42,37	3,83	157,63	303,83	00DA	seedling	1999	0	0,00
59506	IN	OLD	R	R	21	INR21	-64,78	25,56	135,22	325,56	00DA	seedling	1999	0	0,00
59507	IN	OLD	R	R	22	INR22	-68,73	27	131,27	327,00	00DA	seedling	1999	0	0,00
59508	IN	OLD	R	R	23	INR23	-73,62	28,78	126,38	328,78	00DA	seedling	1999	0	0,00
59509	IN	OLD	R	R	24	INR24	-81,7	25,94	118,30	325,94	00DA	seedling	1999	0	0,00
59510	IN	OLD	R	R	25	INR25	-83,25	23,33	116,75	323,33	00DA	seedling	1999	0	0,00
59511	IN	OLD	R	R	26	INR26	-65,59	65,31	134,41	365,31	00DA	seedling	1999	0	0,00
59512	IN	OLD	R	R	27	INR27	-64,01	66,94	135,99	366,94	00DA	seedling	1999	0	0,00
59513	IN	OLD	R	R	28	INR28	-68,78	71,31	131,22	371,31	00DA	seedling	1999	0	0,00
59514	IN	OLD	R	R	29	INR29	-70,08	68,67	129,92	368,67	00DA	seedling	1999	0	0,00
59515	IN	OLD	R	R	30	INR30	-72,63	66,64	127,37	366,64	00DA	seedling	1999	0	0,00
59516	IN	OLD	R	R	31	INR31	-153,43	80,83	46,57	380,83	00DA	seedling	1999	0	0,00
59517	IN	OLD	R	R	32	INR32	-148,36	76,93	51,64	376,93	00DA	seedling	1999	0	0,00
59518	IN	OLD	R	R	33	INR33	-149,71	72,85	50,29	372,85	00DA	seedling	1999	0	0,00
59519	IN	OLD	R	R	34	INR34	-146,68	69,14	53,32	369,14	00DA	seedling	1999	0	0,00
59520	IN	OLD	R	R	35	INR35	-145,19	63,16	54,81	363,16	00DA	seedling	1999	0	0,00
59521	IN	OLD	R	R	36	INR36	-138,98	60,19	61,02	360,19	00DA	seedling	1999	0	0,00
59522	IN	OLD	R	R	37	INR37	-134,54	58,31	65,46	358,31	00DA	seedling	1999	0	0,00
59523	IN	OLD	R	R	38	INR38	-134,91	54,37	65,09	354,37	00DA	seedling	1999	0	0,00
59524	IN	OLD	R	R	39	INR39	-134,13	47,4	65,87	347,40	00DA	seedling	1999	0	0,00
59525	IN	OLD	R	R	40	INR40	-131,43	42,73	68,57	342,73	00DA	seedling	1999	0	0,00
59526	IN	OLD	R	R	41	INR41	1,33	171,62	201,33	471,62	00DA	seedling	1999	0	0,00
59527	IN	OLD	R	R	42	INR42	-1,8	172,25	198,20	472,25	00DA	seedling	1999	0	0,00
59528	IN	OLD	R	R	43	INR43	-5,77	174,05	194,23	474,05	00DA	seedling	1999	0	0,00
59529	IN	OLD	R	R	44	INR44	-8,53	170,76	191,47	470,76	00DA	seedling	1999	0	0,00
59530	IN	OLD	R	R	45	INR45	-11,79	167,5	188,21	467,50	00DA	seedling	1999	0	0,00
59531	IN	OLD	S	S	1	INS1	61,6	163,22	261,60	463,22	00DA	seedling	1999	0	0,00
59532	IN	OLD	S	S	2	INS2	61,47	179,82	261,47	479,82	00DA	seedling	1999	0	0,00
59533	IN	OLD	S	S	3	INS3	73,62	165,34	273,62	465,34	00DA	seedling	1999	0	0,00
59534	IN	OLD	S	S	4	INS4	69,17	190,55	269,17	490,55	00DA	seedling	1999	0	0,00
59535	IN	OLD	S	S	5	INS5	59,84	203,21	259,84	503,21	00DA	seedling	1999	0	0,00
59536	IN	OLD	S	S	6	INS6	4,5	235,16	204,50	535,16	00DA	seedling	1999	0	0,00
59537	IN	OLD	S	S	7	INS7	13,53	232,98	213,53	532,98	00DA	seedling	1999	0	0,00
59538	IN	OLD	S	S	8	INS8	20,04	230,96	220,04	530,96	00DA	seedling	1999	0	0,00
59539	IN	OLD	S	S	9	INS9	32,29	218,45	232,29	518,45	00DA	seedling	1999	0	0,00
