ORDDIST	UNIT#	Rank_ORDDIST	LOW2.5%	MEANSIM	UPP2.5%
11.6643405595508	21	1	0.114082563033300	1.69416635894439	5.03638633351896
15.3278629913814	72	2	0.951175890632608	2.52081756565169	5.08195802047557
19.4570797357830	17	3	1.07564067793112	3.25039289323506	6.39068173363767
36.1695747843812	16	4	1.43119365264887	3.85211817862475	6.67043879216135
37.7514881290594	69	5	2.27381392870714	4.40978798007305	6.67821338597673
41.0172471456253	68	6	2.71977751379484	4.76241162415888	6.74545233283797
41.4446398136143	27	7	2.77183221873451	5.24125683297054	6.84010140483845
42.3952134551897	9	8	3.12563347836028	5.64387774791392	7.74778071432011
44.2597560155364	22	9	3.23349052814106	5.90857589502215	8.16504317689762
45.3433851378635	26	10	3.42281419241341	6.29212292735784	8.89785027840998
47.6571020671061	42	11	4.15580587832387	6.59105202439711	8.99402425563532
57.2822315088440	112	12	4.33235345664288	6.88627142549056	9.28258085090875
57.4678713920217	13	13	4.40915532873480	7.21282935119622	9.53371805776357
59.5874376946044	70	14	4.80314277702083	7.48586629664401	10.1031378419601
59.6630717530968	93	15	5.17879945243240	7.78198859670041	10.1076875649530
62.0547875805726	23	16	5.32101488836176	8.05334341994669	10.5209854308364
64.1146651811336	114	17	5.52359038411135	8.30635344511062	10.7060668032953
64.9576668108652	92	18	5.63340394759039	8.63145169209175	11.2105175288020
66.2295257447360	12	19	5.99030943792961	8.86920155311110	11.2935251039392
66.7081801299203	66	20	6.00845684740854	9.09463820763344	11.7670437004809
67.9154112844710	67	21	6.07852397211042	9.34485617266285	11.8803711057821
69.8745537323582	18	22	6.51659728506671	9.54598600757942	12.0791723825833
70.9873743193227	113	23	6.77203970972186	9.75527063386221	12.1879695714175
71.8846195083379	73	24	6.77821897798675	9.94701985783677	12.2135603685708
71.9627857359337	64	25	7.34792271290109	10.1522963513875	12.3398766007283
72.7926128672147	116	26	7.35551311399381	10.4070986605144	12.4955142999188
73.3589615733866	97	27	7.38843658669949	10.6074285149205	12.6125632641169
74.9206258641388	11	28	7.55238033336277	10.8142757364206	13.3241925358776
76.1726976209094	7	29	7.97053734090471	11.0026573151091	13.3532478884548
76.2715561808710	10	30	8.16297300997722	11.2412073746023	13.7629643719751
77.5797206426381	71	31	8.18567676736267	11.4579134806209	13.7922263975099
77.6682278598116	25	32	8.40209149877378	11.6297942370576	14.0223703773921
79.8305925110265	99	33	8.70391683682785	11.8621072887032	14.3195767393854
82.2151617290235	63	34	8.96213281710336	12.0725863909093	14.5770315379367
84.0518054128026	117	35	9.02967567371575	12.2424860809529	14.5814659655825
85.6042471922384	94	36	9.03151049358649	12.4432076778443	14.7798316927226
86.0528713015456	60	37	9.12137487422212	12.6044004345919	14.8587536045217
86.4401338892542	62	38	9.18264842118856	12.7994885078433	15.3017427003617
88.5731757037390	3	39	9.34676512624431	12.9895712990277	15.7994403936539
89.0613397254958	115	40	9.39436294117564	13.1996173971347	16.1017931456327
89.4706429435440	5	41	9.80161761942593	13.3859688425449	16.7740690807337
