Prunus mahaleb, 11 loci microsatellites, 10 poplations
Fam001 FamMg3 Fam018 Tet403 TetE02 TetMC4 TetMC5 Hex406 Hex402 HexA05 HexH03                                                           
Pop
CL_877    ,    119127    194206    244246    104110    183187    228228    231235    093097    132146    194198    257257
CL_CL878  ,    119127    176176    244246    106106    183183    221228    235235    097097    132132    198198    295295
CL_879    ,    119127    176206    246246    106110    183183    228228    231235    097097    142148    198198    283295
CL_880    ,    119119    176206    244246    106110    183183    228228    235235    093097    132132    194198    251295
CL_883    ,    117119    176206    244246    112142    183183    221228    231235    093095    132134    194198    257269
CL_884    ,    119127    176206    244244    106142    183183    221221    235235    093097    132136    198198    257283
CL_885    ,    117119    206206    244246    110124    161173    226228    235235    093093    132132    194194    257263
CL_CL886  ,    119127    178206    244244    106142    167183    221221    231235    093101    118146    198198    257283
CL_887    ,    109119    176206    246246    104142    161187    226228    235235    095097    132132    194198    257263
CL_CL888  ,    119127    176206    244246    106142    161183    221221    235235    093101    118136    198198    257257
CL_889    ,    119119    176176    244246    106106    183183    221228    235235    097097    132132    198198    257295
CL_890    ,    119121    176206    244246    106142    173183    228228    231235    093097    132144    196198    251263
CL_891    ,    119119    176206    244244    106110    161183    221228    231235    093097    132132    194198    251257
CL_892    ,    119121    178206    244246    110142    161167    221221    231231    093095    132136    194198    251273
CL_CL876  ,    119127    176176    244244    106106    183183    221221    235235    097101    136136    198198    257257
CL_CL3    ,    119119    176190    244244    104106    161173    226226    231235    093095    132148    194200    259259
CL_CL778  ,    119125    176176    246246    124124    185185    221221    231231    093093    134148    194198    257257
Pop
TC_TC1    ,    119129    176178    246246    104104    173183    221221    231235    095097    142146    194200    271283
TC_TC2    ,    117119    178206    244246    104104    173177    221222    231231    095097    142144    198198    269271
TC_TCNM1  ,    117117    178194    244244    106106    143143    221221    231231    097097    132132    198200    267267
TC_TNM2   ,    117129    176178    244246    104104    173177    222226    231231    097097    142144    198198    271291
TC_TNM3   ,    117117    178178    246246    122122    143175    221221    231231    097097    132132    198200    261267
TC_TNM4   ,    117117    194194    244244    106106    143143    221221    231231    097097    132132    198200    261267
TC_TNM5   ,    117117    178194    244246    106106    175175    221221    231231    097097    132132    198200    261267
TC_TC1002 ,    117117    194194    244244    106122    143175    221221    231231    097097    132132    198200    261261
TC_1003   ,    117129    178178    244246    104122    175183    221221    231235    097097    132146    198200    267271
TC_1004   ,    117117    176178    244246    112122    175175    221222    231231    095097    132132    198198    267269
TC_1005   ,    117119    176194    246246    106106    173175    221221    231231    097097    132136    198198    261297
TC_1006   ,    117117    194204    246246    104122    173175    221226    231231    097097    132144    198200    261271
TC_1007   ,    109117    178220    244246    106124    143167    221221    231231    097097    132148    194200    267271
TC_1008   ,    119129    176178    246246    104104    173177    226226    231235    097097    116116    194200    271291
TC_1009   ,    117117    176194    244244    112122    173175    221221    231231    097097    132142    198200    267267
TC_1010   ,    117119    176206    246246    106112    167177    222226    231231    095095    132134    194198    251269
TC_1011   ,    119119    194206    244244    106122    167175    221222    231231    095097    134142    194198    251283
TC_1012   ,    117117    176194    244246    104122    173177    221222    231231    095097    132142    198198    267271
TC_1013   ,    117119    176178    244244    104122    143143    221221    231231    093097    118132    198200    267269
TC_1014   ,    117119    176194    244246    104122    175177    221222    231231    097101    132142    198198    271283
TC_1015   ,    117129    178178    244246    104122    143183    221221    231235    097097    132146    194200    267291
TC_1016   ,    117129    178178    244246    104106    143173    221221    231235    097097    116132    194198    267271
TC_1017   ,    117117    178178    246246    106122    175175    221221    231231    097097    132132    198198    261261
TC_1018   ,    117117    194194    244246    106106    175175    221221    231231    097097    132132    198200    261261
TC_1019   ,    117129    176178    246246    104104    173177    222222    231231    097097    132142    198198    271271
TC_1020   ,    117129    176194    244246    104122    175177    221226    231231    097097    132144    198200    267291
Pop
CT_CT1    ,    119119    204204    244246    104104    175175    226226    235235    097097    144144    198198    249249
CT_CT10   ,    117117    204206    244246    104104    175175    226228    231231    097097    144146    198198    249249
CT_CT4    ,    117119    204206    244246    104106    143175    226228    231235    097097    144146    198198    249249
CT_CT6    ,    117117    204204    244244    106106    175175    226226    235235    097097    134146    200200    249249
CT_CT7    ,    117117    204204    244244    106106    175175    226226    235235    097097    146146    200200    249249
CT_CT8    ,    119119    204206    246246    104106    143175    226228    231231    097097    144144    198198    249249
CT_CT9    ,    119119    204206    246246    106106    143175    226228    231235    097097    144146    198198    249249
CT_CTNM1  ,    119119    204206    244246    104106    143175    226228    231235    097097    144146    198198    249249
CT_CTNM3  ,    117117    204204    244244    106106    175175    226226    235235    097097    146146    200200    249249
CT_CTNM4  ,    117119    204206    244246    104106    175175    226228    231231    097097    144144    198198    249249
CT_CTNM5  ,    117117    204204    244244    106106    175175    226226    235235    097097    146146    200200    249249
CT_CTNM6  ,    117117    204204    244244    106106    175175    226226    235235    097097    146146    200200    249249
CT_CTNM7  ,    119119    204204    244246    104104    143143    226228    231231    097097    144146    198198    249249
CT_CTNM8  ,    119119    204204    244246    102106    143171    221226    233235    097097    146146    194198    249261
Pop
NN_760    ,    119127    176176    246246    104110    161161    221221    231231    095095    118118    198198    261261
NN_NN761  ,    127127    176186    246246    110110    143161    221221    231231    095095    118146    194198    257257
NN_762    ,    119119    176178    246246    104124    175175    222222    231235    097097    146146    198200    257261
