MICROHAB	POINT	NAME	TREE	NEWX	NEWY	SPECIES MHAB
a	52	INa52		251.4	675.0	
a	53	INa53		254.9	684.5	
a	54	INa54		244.0	699.4	
a	55	INa55		253.2	703.7	
a	56	INa56		249.8	709.6	
a	57	INa57		257.0	717.8	
a	58	INa58		266.7	723.2	
a	59	INa59		266.4	732.1	
a	60	INa60		266.1	743.0	
a	61	INa61		276.2	737.5	
a	62	INa62		283.2	732.7	
a	63	INa63		285.4	732.5	
a	64	INa64		288.3	727.4	
a	65	INa65		287.6	719.1	
a	66	INa66		296.3	720.7	
a	67	INa67		301.0	716.0	
a	68	INa68		297.4	708.9	
a	69	INa69		305.9	710.2	
a	70	INa70		312.5	712.0	
a	71	INa71		247.5	624.9	
a	72	INa72		259.2	612.8	
a	73	INa73		259.8	600.6	
a	74	INa74		256.6	435.9	
a	75	INa75		196.4	331.1	
a	76	INa76		192.0	327.4	
a	77	INa77		190.6	325.4	
a	78	INa78		168.5	311.5	
a	79	INa79		134.8	303.9	
a	80	INa80		134.6	297.5	
N	1	INN1		197.8	464.4	Quercus faginea
N	2	INN2		192.3	461.4	Acer granatense
N	3	INN3		168.2	451.6	Quercus faginea
N	4	INN4		157.8	450.7	Quercus faginea
N	5	INN5		150.3	472.2	Quercus faginea
N	6	INN6		131.7	481.2	Quercus faginea
N	7	INN7		128.7	478.0	Acer granatense
N	8	INN8		121.4	465.7	Quercus faginea
N	9	INN9		115.3	468.5	Quercus faginea
N	10	INN10		93.7	508.8	Quercus faginea
N	11	INN11		92.9	498.9	Quercus faginea
N	12	INN12		106.4	486.8	Quercus faginea
N	13	INN13		78.8	472.1	Quercus faginea
N	14	INN14		65.4	451.4	Quercus faginea
N	15	INN15		61.5	444.7	Quercus ilex
N	16	INN16		59.9	432.8	Quercus faginea
N	17	INN17		95.3	411.8	Acer granatense
N	18	INN18		102.8	414.6	Quercus ilex
N	19	INN19		111.9	405.4	Acer granatense
N	20	INN20		116.2	413.4	Acer granatense
N	21	INN21		145.6	408.3	Acer granatense
N	22	INN22		146.2	423.6	Acer granatense
N	23	INN23		173.4	432.6	Quercus faginea
N	24	INN24		179.7	427.3	Quercus faginea
N	25	INN25		174.7	436.3	Acer granatense
N	26	INN26		256.2	490.3	Acer granatense
N	27	INN27		251.4	426.3	Quercus ilex
N	28	INN28		237.6	391.4	Quercus faginea
N	29	INN29		206.4	333.8	Quercus faginea
N	30	INN30		154.7	288.5	Quercus ilex
N	31	INN31		157.2	295.3	Quercus ilex
N	32	INN32		142.1	291.3	Quercus ilex
N	33	INN33		144.6	298.3	Quercus ilex
N	34	INN34		147.5	283.5	Quercus faginea
N	35	INN35		130.9	294.7	Quercus ilex
N	36	INN36		134.1	299.1	Quercus ilex
N	37	INN37		137.8	331.8	Acer granatense
N	38	INN38		118.2	328.8	Acer granatense
N	39	INN39		106.9	324.2	Quercus ilex
N	40	INN40		125.9	342.3	Quercus ilex
N	41	INN41		212.0	527.9	Quercus faginea
N	42	INN42		230.2	498.4	Acer granatense
N	43	INN43		243.3	495.5	Acer granatense
N	44	INN44		253.0	487.9	Acer granatense
N	45	INN45		252.6	490.4	Acer granatense
N	46	INN46		200.9	462.9	Quercus faginea
N	47	INN47		191.5	461.1	Acer granatense
N	48	INN48		168.5	448.8	Quercus faginea
N	49	INN49		158.0	447.9	Quercus faginea
N	50	INN50		147.2	406.3	Acer granatense
N	51	INN51		147.8	410.2	Acer granatense
N	52	INN52		147.9	411.9	Acer granatense
N	53	INN53		122.8	403.0	Quercus faginea
N	54	INN54		114.9	410.1	Acer granatense
N	55	INN55		98.5	411.6	Acer granatense
N	56	INN56		57.0	435.2	Quercus faginea
N	57	INN57		29.2	418.0	Quercus faginea
N	58	INN58		77.5	444.0	Quercus ilex
N	59	INN59		38.4	453.5	Quercus faginea
N	60	INN60		37.8	455.9	Quercus faginea
N	61	INN61		210.2	528.8	Quercus faginea
N	62	INN62		186.5	560.1	
N	63	INN63		184.8	561.7	
N	64	INN64		121.3	556.6	
N	65	INN65		121.3	542.6	
N	66	INN66		114.9	532.7	
N	67	INN67		107.4	541.7	
N	68	INN68		111.9	547.0	
N	69	INN69		116.8	519.6	
N	70	INN70		104.1	517.5	
N	71	INN71		100.5	523.3	
N	72	INN72		91.6	520.8	
N	73	INN73		98.2	499.3	
N	74	INN74		102.3	500.2	
N	75	INN75		99.6	496.2	
N	76	INN76		61.0	460.4	
N	77	INN77		46.4	465.1	
N	78	INN78		47.9	455.4	
N	79	INN79		49.8	448.8	
N	80	INN80		52.1	443.9	
P	1	INP1		250.8	519.0	Pinus
P	2	INP2		251.1	528.5	Pinus
P	3	INP3		252.1	545.2	Pinus
P	4	INP4		245.7	569.0	Pinus
P	5	INP5		234.9	569.7	Pinus
P	6	INP6		237.8	580.4	Pinus
P	7	INP7		227.2	583.0	Pinus
P	8	INP8		214.8	602.1	Pinus
P	9	INP9		196.6	611.3	Pinus
P	10	INP10		202.0	618.0	Pinus
P	11	INP11		226.5	626.4	Pinus
P	12	INP12		212.7	642.8	Pinus
P	13	INP13		233.4	663.6	Pinus
P	14	INP14		262.9	650.1	Pinus
P	15	INP15		273.5	662.8	Pinus
P	16	INP16		260.2	693.7	Pinus
P	17	INP17		260.2	702.7	Pinus
P	18	INP18		266.2	719.3	Pinus
P	19	INP19		272.2	726.3	Pinus
P	20	INP20		275.0	732.5	Pinus
P	21	INP21		319.2	709.0	Pinus
P	22	INP22		316.1	691.3	Pinus
P	23	INP23		321.5	682.7	Pinus
P	24	INP24		311.4	688.6	Pinus
P	25	INP25		280.9	707.5	Pinus
P	26	INP26		307.6	677.9	Pinus
P	27	INP27		303.3	666.1	Pinus
P	28	INP28		311.0	656.1	Pinus
P	29	INP29		317.5	647.6	Pinus
P	30	INP30		306.7	646.4	Pinus
P	31	INP31		307.6	639.2	Pinus
P	32	INP32		301.5	637.9	Pinus
P	33	INP33		293.3	641.8	Pinus
P	34	INP34		290.5	631.2	Pinus
P	35	INP35		290.5	621.3	Pinus
P	36	INP36		284.3	608.0	Pinus
P	37	INP37		276.9	614.1	Pinus
P	38	INP38		275.7	605.7	Pinus
P	39	INP39		287.9	594.6	Pinus
P	40	INP40		300.8	612.4	Pinus
P	41	INP41		170.4	430.2	Pinus
P	42	INP42		163.9	426.2	Pinus
P	43	INP43		157.6	417.2	Pinus
P	44	INP44		153.1	418.2	Pinus
P	45	INP45		150.1	434.3	Pinus
P	46	INP46		132.3	433.8	Pinus
P	47	INP47		130.1	458.1	Pinus
P	48	INP48		116.9	453.0	Pinus
P	49	INP49		99.7	449.9	Pinus
P	50	INP50		107.3	472.3	Pinus
P	51	INP51		94.5	420.2	Pinus
P	52	INP52		78.0	402.4	Pinus
P	53	INP53		64.5	407.3	Pinus
P	54	INP54		63.6	403.7	Pinus
P	55	INP55		60.2	397.7	Pinus
P	56	INP56		57.3	439.7	Pinus
P	57	INP57		75.8	450.4	Pinus
P	58	INP58		71.9	468.4	Pinus
P	59	INP59		57.8	461.0	Pinus
P	60	INP60		59.5	482.7	Pinus
P	61	INP61		169.1	479.4	Pinus
P	62	INP62		167.3	472.6	Pinus
P	63	INP63		158.0	480.4	Pinus
P	64	INP64		144.1	502.0	Pinus
P	65	INP65		146.9	486.1	Pinus
P	66	INP66		125.3	496.3	Pinus
P	67	INP67		126.3	499.6	Pinus
P	68	INP68		137.2	504.4	Pinus
P	69	INP69		123.8	513.7	Pinus
P	70	INP70		117.1	511.9	Pinus
P	71	INP71		220.0	471.2	Pinus
P	72	INP72		219.4	478.4	Pinus
P	73	INP73		220.1	464.8	Pinus
P	74	INP74		214.4	465.0	Pinus
P	75	INP75		210.5	465.7	Pinus
P	76	INP76		206.1	459.4	Pinus
P	77	INP77		203.3	477.6	Pinus
P	78	INP78		196.9	480.2	Pinus
P	79	INP79		187.7	474.8	Pinus
P	80	INP80		171.0	486.5	Pinus
R	1	INR1		255.9	462.2	Gravelly soil
R	2	INR2		255.4	465.2	Gravelly soil
R	3	INR3		255.3	466.2	Gravelly soil
R	4	INR4		252.1	465.3	Gravelly soil
R	5	INR5		259.5	462.9	Gravelly soil
R	6	INR6		256.6	443.3	Gravelly soil
R	7	INR7		250.9	441.6	Gravelly soil
R	8	INR8		248.0	440.9	Gravelly soil
R	9	INR9		256.3	440.0	Gravelly soil
R	10	INR10		256.2	436.9	Gravelly soil
R	11	INR11		138.9	444.9	Gravelly soil
R	12	INR12		137.1	447.6	Gravelly soil
R	13	INR13		135.7	445.3	Gravelly soil
R	14	INR14		134.1	441.9	Gravelly soil
R	15	INR15		137.4	444.3	Gravelly soil
R	16	INR16		155.1	305.2	Gravelly soil
R	17	INR17		160.4	309.3	Gravelly soil
R	18	INR18		162.7	309.9	Gravelly soil
R	19	INR19		163.9	305.9	Gravelly soil
R	20	INR20		157.6	303.8	Gravelly soil
R	21	INR21		135.2	325.6	Gravelly soil
R	22	INR22		131.3	327.0	Gravelly soil
R	23	INR23		126.4	328.8	Gravelly soil
R	24	INR24		118.3	325.9	Gravelly soil
R	25	INR25		116.8	323.3	Gravelly soil
R	26	INR26		134.4	365.3	Gravelly soil
R	27	INR27		136.0	366.9	Gravelly soil
R	28	INR28		131.2	371.3	Gravelly soil
R	29	INR29		129.9	368.7	Gravelly soil
R	30	INR30		127.4	366.6	Gravelly soil
R	31	INR31		46.6	380.8	Gravelly soil
R	32	INR32		51.6	376.9	Gravelly soil
R	33	INR33		50.3	372.9	Gravelly soil
R	34	INR34		53.3	369.1	Gravelly soil
R	35	INR35		54.8	363.2	Gravelly soil
R	36	INR36		61.0	360.2	Gravelly soil
R	37	INR37		65.5	358.3	Gravelly soil
R	38	INR38		65.1	354.4	Gravelly soil
R	39	INR39		65.9	347.4	Gravelly soil
R	40	INR40		68.6	342.7	Gravelly soil
R	41	INR41		201.3	471.6	Gravelly soil
R	42	INR42		198.2	472.3	Gravelly soil
R	43	INR43		194.2	474.1	Gravelly soil
R	44	INR44		191.5	470.8	Gravelly soil
R	45	INR45		188.2	467.5	Gravelly soil
R	46	INR46		291.7	513.7	Gravelly soil
R	47	INR47		290.1	515.6	Gravelly soil
R	48	INR48		291.1	514.7	Gravelly soil
R	49	INR49		296.9	517.5	Gravelly soil
R	50	INR50		295.4	514.2	Gravelly soil
R	51	INR51		279.9	519.7	Gravelly soil
R	52	INR52		281.6	519.8	Gravelly soil
R	53	INR53		278.9	522.7	Gravelly soil
R	54	INR54		277.0	523.7	Gravelly soil
R	55	INR55		280.3	524.8	Gravelly soil
R	56	INR56		281.2	524.5	Gravelly soil
R	57	INR57		282.7	526.1	Gravelly soil
R	58	INR58		281.9	526.8	Gravelly soil
R	59	INR59		280.9	527.8	Gravelly soil
R	60	INR60		283.2	528.9	Gravelly soil
R	61	INR61		284.0	526.6	Gravelly soil
R	62	INR62		290.1	525.7	Gravelly soil
R	63	INR63		291.0	528.9	Gravelly soil
R	64	INR64		287.4	535.0	Gravelly soil
R	65	INR65		283.1	537.5	Gravelly soil
R	66	INR66		280.3	545.6	Gravelly soil
R	67	INR67		287.3	549.1	Gravelly soil
R	68	INR68		299.0	557.3	Gravelly soil
R	69	INR69		295.4	559.5	Gravelly soil
R	70	INR70		292.3	562.7	Gravelly soil
R	71	INR71		279.3	662.8	Gravelly soil
R	72	INR72		283.5	671.2	Gravelly soil
R	73	INR73		289.3	671.2	Gravelly soil
R	74	INR74		293.3	674.0	Gravelly soil
R	75	INR75		295.3	670.8	Gravelly soil
R	76	INR76		291.2	681.3	Gravelly soil
R	77	INR77		295.0	683.1	Gravelly soil
R	78	INR78		298.4	684.9	Gravelly soil
R	79	INR79		302.0	687.5	Gravelly soil
R	80	INR80		307.9	695.5	Gravelly soil
S	1	INS1		261.6	463.2	Open ground
S	2	INS2		261.5	479.8	Open ground
S	3	INS3		273.6	465.3	Open ground
S	4	INS4		269.2	490.6	Open ground
S	5	INS5		259.8	503.2	Open ground
S	6	INS6		204.5	535.2	Open ground
S	7	INS7		213.5	533.0	Open ground
S	8	INS8		220.0	531.0	Open ground
S	9	INS9		232.3	518.5	Open ground
S	10	INS10		238.3	515.7	Open ground
S	11	INS11		264.5	453.2	Open ground
S	12	INS12		249.4	419.4	Open ground
S	13	INS13		241.5	401.6	Open ground
S	14	INS14		218.4	360.5	Open ground
S	15	INS15		188.3	317.8	Open ground
S	16	INS16		177.6	481.9	Open ground
S	17	INS17		179.7	488.0	Open ground
S	18	INS18		165.9	495.3	Open ground
S	19	INS19		162.1	489.7	Open ground
S	20	INS20		166.4	483.9	Open ground
S	21	INS21		73.3	413.4	Open ground
S	22	INS22		78.5	422.4	Open ground
S	23	INS23		80.3	425.5	Open ground
S	24	INS24		94.8	431.7	Open ground
S	25	INS25		152.1	486.5	Open ground
S	26	INS26		140.9	475.5	Open ground
S	27	INS27		137.5	459.4	Open ground
S	28	INS28		136.9	446.3	Open ground
S	29	INS29		101.0	435.4	Open ground
S	30	INS30		117.7	437.3	Open ground
S	31	INS31		126.3	473.9	Open ground
S	32	INS32		118.3	475.2	Open ground
S	33	INS33		99.2	482.0	Open ground
S	34	INS34		93.6	491.0	Open ground
S	35	INS35		81.7	501.8	Open ground
S	36	INS36		77.3	487.9	Open ground
S	37	INS37		78.1	476.3	Open ground
S	38	INS38		79.4	457.2	Open ground
S	39	INS39		90.4	459.4	Open ground
S	40	INS40		97.8	466.0	Open ground
S	41	INS41		241.7	577.8	Open ground
S	42	INS42		236.2	564.1	Open ground
S	43	INS43		237.5	559.8	Open ground
S	44	INS44		241.6	554.0	Open ground
S	45	INS45		243.4	549.2	Open ground
S	46	INS46		245.1	543.3	Open ground
S	47	INS47		247.7	540.1	Open ground
S	48	INS48		250.8	538.2	Open ground
S	49	INS49		252.8	536.1	Open ground
S	50	INS50		246.6	535.7	Open ground
S	51	INS51		230.1	579.6	Open ground
S	52	INS52		236.3	596.0	Open ground
S	53	INS53		243.4	611.8	Open ground
S	54	INS54		245.9	626.2	Open ground
S	55	INS55		277.1	656.5	Open ground
S	56	INS56		269.8	648.9	Open ground
S	57	INS57		249.1	604.0	Open ground
S	58	INS58		243.3	586.8	Open ground
S	59	INS59		246.1	579.1	Open ground
S	60	INS60		254.6	621.5	Open ground
S	61	INS61		252.1	545.6	Open ground
S	62	INS62		257.1	544.6	Open ground
S	63	INS63		258.3	548.5	Open ground
S	64	INS64		264.1	547.1	Open ground
S	65	INS65		268.1	547.8	Open ground
S	66	INS66		270.1	550.4	Open ground
S	67	INS67		274.3	549.1	Open ground
S	68	INS68		275.9	553.3	Open ground
S	69	INS69		279.6	554.7	Open ground
S	70	INS70		275.8	562.4	Open ground
S	71	INS71		287.1	564.3	Open ground
S	72	INS72		290.1	572.3	Open ground
S	73	INS73		291.6	576.5	Open ground
S	74	INS74		304.8	601.5	Open ground
S	75	INS75		309.1	604.1	Open ground
S	76	INS76		314.8	606.6	Open ground
S	77	INS77		316.5	612.4	Open ground
S	78	INS78		320.3	614.1	Open ground
S	79	INS79		323.2	618.4	Open ground
S	80	INS80		322.8	622.7	Open ground
Poste esq. N		INPoste esq. N		265.1	751.0	
Poste esq. S		INPoste esq. S		200.0	300.0	
POSTE ESQU CERCADO VIEJO				284.9	489.2	
POSTE ESQU ca PUERTA				145.3	241.7	
POSTE ESQU SW				0.0	420.0	
POSTE ESQU NW				142.1	612.4	
POSTE ESQ NE				395.0	680.0	
