SITE	MHAB	POINT	LABEL	OX	OY	x	y	AREA	SITE2	MICRO	MICROCAMPO	sdl97	sd9798	sdl98	sd9899	sdl99	sd9900	sd	sdl
IN	N	74	INN74	-97.73	200.23	102.27	500.23	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	75	INN75	-100.41	196.19	99.59	496.19	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	76	INN76	-138.97	160.40	61.03	460.40	IN	OLD	N	N	0	1	0	0	0	1	2	0
IN	N	77	INN77	-153.58	165.09	46.42	465.09	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	78	INN78	-152.09	155.40	47.91	455.40	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	79	INN79	-150.20	148.83	49.80	448.83	IN	OLD	N	N	0	0	0	0	0	1	1	0
IN	N	80	INN80	-147.92	143.93	52.08	443.93	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	P	41	INP41	-29.57	130.22	170.43	430.22	IN	OLD	P	P	0	0	4	0	0	10	10	4
IN	P	42	INP42	-36.14	126.18	163.86	426.18	IN	OLD	P	P	1	0	0	0	0	4	4	1
IN	P	43	INP43	-42.45	117.17	157.55	417.17	IN	OLD	P	P	0	1	1	0	0	9	10	1
IN	P	44	INP44	-46.87	118.23	153.13	418.23	IN	OLD	P	P	5	3	0	0	0	6	9	5
IN	P	45	INP45	-49.94	134.32	150.06	434.32	IN	OLD	P	P	1	1	2	0	5	9	10	8
IN	P	46	INP46	-67.74	133.76	132.26	433.76	IN	OLD	P	P	1	1	3	0	1	11	12	5
IN	P	47	INP47	-69.87	158.07	130.13	458.07	IN	OLD	P	P	0	0	0	0	0	0	0	0
IN	P	48	INP48	-83.06	152.95	116.94	452.95	IN	OLD	P	P	0	1	1	0	0	4	5	1
IN	P	49	INP49	-100.30	149.92	99.70	449.92	IN	OLD	P	P	0	0	1	0	1	3	3	2
IN	P	50	INP50	-92.72	172.28	107.28	472.28	IN	OLD	P	P	0	0	0	0	0	10	10	0
IN	P	51	INP51	-105.54	120.17	94.46	420.17	IN	OLD	P	P	1	1	2	0	0	15	16	3
IN	P	52	INP52	-122.03	102.41	77.97	402.41	IN	OLD	P	P	0	0	0	0	0	0	0	0
IN	P	53	INP53	-135.47	107.30	64.53	407.30	IN	OLD	P	P	1	5	2	0	0	14	19	3
IN	P	54	INP54	-136.43	103.67	63.57	403.67	IN	OLD	P	P	0	0	0	0	0	4	4	0
IN	P	55	INP55	-139.81	97.65	60.19	397.65	IN	OLD	P	P	0	1	0	0	0	0	1	0
IN	P	56	INP56	-142.69	139.73	57.31	439.73	IN	OLD	P	P	0	0	0	0	0	0	0	0
IN	P	57	INP57	-124.20	150.39	75.80	450.39	IN	OLD	P	P	0	0	0	0	0	2	2	0
IN	P	58	INP58	-128.08	168.44	71.92	468.44	IN	OLD	P	P	1	0	0	0	0	2	2	1
IN	P	59	INP59	-142.22	160.97	57.78	460.97	IN	OLD	P	P	0	2	0	0	0	8	10	0
IN	P	60	INP60	-140.51	182.71	59.49	482.71	IN	OLD	P	P	0	1	0	1	0	0	2	0
IN	P	61	INP61	-30.89	179.41	169.11	479.41	IN	OLD	P	P	1	0	0	0	0	5	5	1
IN	P	62	INP62	-32.73	172.55	167.27	472.55	IN	OLD	P	P	0	1	4	0	0	2	3	4
IN	P	63	INP63	-42.05	180.38	157.95	480.38	IN	OLD	P	P	0	1	3	0	0	2	3	3
IN	P	64	INP64	-55.94	202.01	144.06	502.01	IN	OLD	P	P	0	0	0	0	0	0	0	0
IN	P	65	INP65	-53.06	186.13	146.94	486.13	IN	OLD	P	P	4	1	1	0	0	11	12	5
IN	P	66	INP66	-74.68	196.28	125.32	496.28	IN	OLD	P	P	0	0	0	0	0	3	3	0
IN	P	67	INP67	-73.72	199.63	126.28	499.63	IN	OLD	P	P	0	0	0	0	0	0	0	0
IN	P	68	INP68	-62.85	204.36	137.15	504.36	IN	OLD	P	P	0	0	0	0	0	0	0	0
IN	P	69	INP69	-76.20	213.71	123.80	513.71	IN	OLD	P	P	0	0	1	0	0	1	1	1
IN	P	70	INP70	-82.87	211.93	117.13	511.93	IN	OLD	P	P	0	0	0	1	0	0	1	0
IN	P	71	INP71	20.02	171.16	220.02	471.16	IN	OLD	P	P	2	2	2	0	0	12	14	4
IN	P	72	INP72	19.39	178.35	219.39	478.35	IN	OLD	P	P	1	1	3	0	4	3	4	8
IN	P	73	INP73	20.06	164.82	220.06	464.82	IN	OLD	P	P	0	8	0	0	1	11	19	1
IN	P	74	INP74	14.43	164.96	214.43	464.96	IN	OLD	P	P	3	0	3	0	0	2	2	6
IN	P	75	INP75	10.50	165.66	210.50	465.66	IN	OLD	P	P	0	2	1	0	0	1	3	1
IN	P	76	INP76	6.14	159.43	206.14	459.43	IN	OLD	P	P	4	3	0	0	0	7	10	4
IN	P	77	INP77	3.33	177.61	203.33	477.61	IN	OLD	P	P	0	1	1	0	0	4	5	1
IN	P	78	INP78	-3.08	180.20	196.92	480.20	IN	OLD	P	P	0	1	0	0	0	1	2	0
IN	P	79	INP79	-12.29	174.76	187.71	474.76	IN	OLD	P	P	1	2	1	1	0	1	4	2
IN	P	80	INP80	-29.00	186.46	171.00	486.46	IN	OLD	P	P	2	3	9	1	1	0	4	12
IN	R	1	INR1	55.89	162.22	255.89	462.22	IN	OLD	R	R	0	1	0	0	0	4	5	0
IN	R	2	INR2	55.37	165.17	255.37	465.17	IN	OLD	R	R	0	1	0	1	0	0	2	0
IN	R	3	INR3	55.34	166.18	255.34	466.18	IN	OLD	R	R	0	0	0	1	0	0	1	0
IN	R	4	INR4	52.12	165.34	252.12	465.34	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	5	INR5	59.54	162.86	259.54	462.86	IN	OLD	R	R	0	2	0	0	0	0	2	0
IN	R	6	INR6	56.62	143.30	256.62	443.30	IN	OLD	R	R	0	2	0	2	0	1	5	0
IN	R	7	INR7	50.89	141.63	250.89	441.63	IN	OLD	R	R	0	2	0	0	0	1	3	0
IN	R	8	INR8	47.96	140.90	247.96	440.90	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	9	INR9	56.26	139.98	256.26	439.98	IN	OLD	R	R	0	0	0	1	0	1	2	0
IN	R	10	INR10	56.24	136.93	256.24	436.93	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	11	INR11	-61.06	144.88	138.94	444.88	IN	OLD	R	R	0	0	0	0	0	3	3	0
IN	R	12	INR12	-62.86	147.64	137.14	447.64	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	13	INR13	-64.32	145.26	135.68	445.26	IN	OLD	R	R	0	0	0	0	0	3	3	0
IN	R	14	INR14	-65.91	141.86	134.09	441.86	IN	OLD	R	R	0	1	0	0	0	0	1	0
IN	R	15	INR15	-62.65	144.30	137.35	444.30	IN	OLD	R	R	2	0	0	0	0	2	2	2
IN	R	16	INR16	-44.89	5.20	155.11	305.20	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	17	INR17	-39.59	9.28	160.41	309.28	IN	OLD	R	R	0	0	0	0	0	2	2	0
IN	R	18	INR18	-37.28	9.90	162.72	309.90	IN	OLD	R	R	0	0	0	1	0	0	1	0
IN	R	19	INR19	-36.11	5.94	163.89	305.94	IN	OLD	R	R	0	4	0	1	0	3	8	0
IN	R	20	INR20	-42.37	3.83	157.63	303.83	IN	OLD	R	R	0	0	0	1	0	1	2	0
IN	R	21	INR21	-64.78	25.56	135.22	325.56	IN	OLD	R	R	0	2	0	1	0	5	8	0
IN	R	22	INR22	-68.73	27.00	131.27	327.00	IN	OLD	R	R	0	0	0	0	0	1	1	0
IN	R	23	INR23	-73.62	28.78	126.38	328.78	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	24	INR24	-81.70	25.94	118.30	325.94	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	25	INR25	-83.25	23.33	116.75	323.33	IN	OLD	R	R	0	0	0	0	0	1	1	0
IN	R	26	INR26	-65.59	65.31	134.41	365.31	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	27	INR27	-64.01	66.94	135.99	366.94	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	28	INR28	-68.78	71.31	131.22	371.31	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	29	INR29	-70.08	68.67	129.92	368.67	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	30	INR30	-72.63	66.64	127.37	366.64	IN	OLD	R	R	0	1	0	0	0	0	1	0
IN	R	31	INR31	-153.43	80.83	46.57	380.83	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	32	INR32	-148.36	76.93	51.64	376.93	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	33	INR33	-149.71	72.85	50.29	372.85	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	34	INR34	-146.68	69.14	53.32	369.14	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	35	INR35	-145.19	63.16	54.81	363.16	IN	OLD	R	R	0	0	0	0	0	1	1	0
IN	R	36	INR36	-138.98	60.19	61.02	360.19	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	37	INR37	-134.54	58.31	65.46	358.31	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	38	INR38	-134.91	54.37	65.09	354.37	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	39	INR39	-134.13	47.40	65.87	347.40	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	40	INR40	-131.43	42.73	68.57	342.73	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	41	INR41	1.33	171.62	201.33	471.62	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	42	INR42	-1.80	172.25	198.20	472.25	IN	OLD	R	R	0	1	0	0	0	0	1	0
IN	R	43	INR43	-5.77	174.05	194.23	474.05	IN	OLD	R	R	0	0	0	0	0	0	0	0
IN	R	44	INR44	-8.53	170.76	191.47	470.76	IN	OLD	R	R	0	2	0	0	0	0	2	0
IN	R	45	INR45	-11.79	167.50	188.21	467.50	IN	OLD	R	R	8	2	0	0	0	0	2	8
IN	S	1	INS1	61.60	163.22	261.60	463.22	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	2	INS2	61.47	179.82	261.47	479.82	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	3	INS3	73.62	165.34	273.62	465.34	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	4	INS4	69.17	190.55	269.17	490.55	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	5	INS5	59.84	203.21	259.84	503.21	IN	OLD	S	S	0	0	0	0	0	3	3	0
IN	S	6	INS6	4.50	235.16	204.50	535.16	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	7	INS7	13.53	232.98	213.53	532.98	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	8	INS8	20.04	230.96	220.04	530.96	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	9	INS9	32.29	218.45	232.29	518.45	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	10	INS10	38.27	215.66	238.27	515.66	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	11	INS11	64.45	153.17	264.45	453.17	IN	OLD	S	S	0	0	0	2	0	0	2	0
IN	S	12	INS12	49.40	119.42	249.40	419.42	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	13	INS13	41.48	101.58	241.48	401.58	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	14	INS14	18.37	60.51	218.37	360.51	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	15	INS15	-11.69	17.79	188.31	317.79	IN	OLD	S	S	0	2	0	0	0	2	4	0
IN	S	16	INS16	-22.45	181.87	177.55	481.87	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	17	INS17	-20.34	187.99	179.66	487.99	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	18	INS18	-34.10	195.30	165.90	495.30	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	19	INS19	-37.93	189.71	162.07	489.71	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	20	INS20	-33.60	183.89	166.40	483.89	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	21	INS21	-126.72	113.39	73.28	413.39	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	22	INS22	-121.52	122.40	78.48	422.40	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	23	INS23	-119.72	125.51	80.28	425.51	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	24	INS24	-105.19	131.66	94.81	431.66	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	25	INS25	-47.90	186.46	152.10	486.46	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	26	INS26	-59.07	175.52	140.93	475.52	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	27	INS27	-62.49	159.37	137.51	459.37	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	28	INS28	-63.07	146.29	136.93	446.29	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	29	INS29	-99.03	135.37	100.97	435.37	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	30	INS30	-82.28	137.30	117.72	437.30	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	31	INS31	-73.70	173.94	126.30	473.94	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	32	INS32	-81.71	175.23	118.29	475.23	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	33	INS33	-100.78	181.99	99.22	481.99	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	34	INS34	-106.45	190.95	93.55	490.95	IN	OLD	S	S	0	4	0	0	0	0	4	0
IN	S	35	INS35	-118.26	201.78	81.74	501.78	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	36	INS36	-122.72	187.87	77.28	487.87	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	37	INS37	-121.86	176.31	78.14	476.31	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	38	INS38	-120.65	157.17	79.35	457.17	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	39	INS39	-109.58	159.43	90.42	459.43	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	S	40	INS40	-102.19	165.95	97.81	465.95	IN	OLD	S	S	0	0	0	0	0	0	0	0
IN	Poste esq. N	.	INPoste esq. N	65.12	451.03	65.12	451.03	IN	Poste esq. N	.	.	0	0	0	0	0	0	0	0
IN	Poste esq. S	.	INPoste esq. S	0.00	0.00	0.00	0.00	IN	Poste esq. S	.	.	0	0	0	0	0	0	0	0
