SITE	MHAB	POINT	LABEL	OX	OY	x	y	AREA	SITE2	MICRO	MICROCAMPO	sdl97	sd9798	sdl98	sd9899	sdl99	sd9900	sd	sdl
IN	R	46	INR46	91.68	213.66	291.68	513.66	IN	NEW	R	R	0	2	0	0	0	0	2	0
IN	R	47	INR47	90.10	215.55	290.10	515.55	IN	NEW	R	R	0	0	0	0	0	3	3	0
IN	R	48	INR48	91.06	214.70	291.06	514.70	IN	NEW	R	R	0	1	0	0	0	0	1	0
IN	R	49	INR49	96.91	217.53	296.91	517.53	IN	NEW	R	R	0	0	0	0	0	0	0	0
IN	R	50	INR50	95.42	214.23	295.42	514.23	IN	NEW	R	R	0	1	0	1	0	1	3	0
IN	R	51	INR51	79.86	219.66	279.86	519.66	IN	NEW	R	R	0	2	0	0	0	0	2	0
IN	R	52	INR52	81.61	219.80	281.61	519.80	IN	NEW	R	R	0	0	0	0	0	0	0	0
IN	R	53	INR53	78.91	222.72	278.91	522.72	IN	NEW	R	R	0	1	0	0	0	0	1	0
IN	R	54	INR54	77.01	223.66	277.01	523.66	IN	NEW	R	R	0	1	0	0	0	0	1	0
IN	R	55	INR55	80.34	224.77	280.34	524.77	IN	NEW	R	R	0	0	0	0	0	0	0	0
IN	R	56	INR56	81.18	224.51	281.18	524.51	IN	NEW	R	R	0	0	0	0	0	0	0	0
IN	R	57	INR57	82.72	226.11	282.72	526.11	IN	NEW	R	R	0	1	0	1	0	0	2	0
IN	R	58	INR58	81.92	226.84	281.92	526.84	IN	NEW	R	R	0	0	0	0	0	0	0	0
IN	R	59	INR59	80.94	227.81	280.94	527.81	IN	NEW	R	R	0	1	0	0	0	0	1	0
IN	R	60	INR60	83.21	228.87	283.21	528.87	IN	NEW	R	R	0	3	0	0	0	0	3	0
IN	R	61	INR61	84.03	226.61	284.03	526.61	IN	NEW	R	R	0	2	0	1	0	1	4	0
IN	R	62	INR62	90.10	225.65	290.10	525.65	IN	NEW	R	R	0	1	0	1	0	0	2	0
IN	R	63	INR63	91.01	228.87	291.01	528.87	IN	NEW	R	R	0	0	0	0	0	1	1	0
IN	R	64	INR64	87.39	235.00	287.39	535.00	IN	NEW	R	R	0	0	0	0	0	0	0	0
IN	R	65	INR65	83.10	237.49	283.10	537.49	IN	NEW	R	R	0	1	0	0	0	4	5	0
IN	R	66	INR66	80.34	245.63	280.34	545.63	IN	NEW	R	R	0	0	0	0	0	0	0	0
IN	R	67	INR67	87.34	249.14	287.34	549.14	IN	NEW	R	R	0	0	0	0	0	0	0	0
IN	R	68	INR68	99.01	257.29	299.01	557.29	IN	NEW	R	R	0	0	0	0	0	1	1	0
IN	R	69	INR69	95.37	259.49	295.37	559.49	IN	NEW	R	R	0	0	0	0	0	0	0	0
IN	R	70	INR70	92.27	262.67	292.27	562.67	IN	NEW	R	R	0	0	0	0	0	0	0	0
IN	R	71	INR71	79.30	362.75	279.30	662.75	IN	NEW	R	R	0	0	0	0	0	0	0	0
IN	R	72	INR72	83.54	371.17	283.54	671.17	IN	NEW	R	R	0	0	0	0	0	0	0	0
IN	R	73	INR73	89.32	371.23	289.32	671.23	IN	NEW	R	R	0	0	0	0	0	0	0	0
IN	R	74	INR74	93.26	374.04	293.26	674.04	IN	NEW	R	R	0	0	0	0	0	0	0	0
IN	R	75	INR75	95.34	370.82	295.34	670.82	IN	NEW	R	R	0	0	0	0	0	0	0	0
IN	R	76	INR76	91.24	381.33	291.24	681.33	IN	NEW	R	R	0	0	0	0	0	0	0	0
IN	R	77	INR77	95.04	383.10	295.04	683.10	IN	NEW	R	R	0	0	0	0	0	0	0	0
IN	R	78	INR78	98.43	384.85	298.43	684.85	IN	NEW	R	R	0	0	0	0	0	0	0	0
IN	R	79	INR79	101.99	387.50	301.99	687.50	IN	NEW	R	R	0	0	0	0	0	0	0	0
IN	R	80	INR80	107.91	395.52	307.91	695.52	IN	NEW	R	R	0	0	0	0	0	0	0	0
IN	S	41	INS41	41.71	277.82	241.71	577.82	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	42	INS42	36.17	264.13	236.17	564.13	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	43	INS43	37.48	259.77	237.48	559.77	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	44	INS44	41.55	254.01	241.55	554.01	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	45	INS45	43.44	249.22	243.44	549.22	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	46	INS46	45.09	243.34	245.09	543.34	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	47	INS47	47.74	240.08	247.74	540.08	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	48	INS48	50.82	238.22	250.82	538.22	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	49	INS49	52.84	236.14	252.84	536.14	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	50	INS50	46.55	235.68	246.55	535.68	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	51	INS51	30.14	279.63	230.14	579.63	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	52	INS52	36.26	296.04	236.26	596.04	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	53	INS53	43.38	311.80	243.38	611.80	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	54	INS54	45.87	326.21	245.87	626.21	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	55	INS55	77.10	356.52	277.10	656.52	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	56	INS56	69.80	348.94	269.80	648.94	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	57	INS57	49.08	303.95	249.08	603.95	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	58	INS58	43.29	286.76	243.29	586.76	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	59	INS59	46.06	279.07	246.06	579.07	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	60	INS60	54.59	321.54	254.59	621.54	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	61	INS61	52.14	245.63	252.14	545.63	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	62	INS62	57.11	244.62	257.11	544.62	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	63	INS63	58.33	248.53	258.33	548.53	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	64	INS64	64.10	247.05	264.10	547.05	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	65	INS65	68.13	247.79	268.13	547.79	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	66	INS66	70.10	250.41	270.10	550.41	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	67	INS67	74.28	249.13	274.28	549.13	IN	NEW	S	S	0	0	0	0	0	1	1	0
IN	S	68	INS68	75.89	253.34	275.89	553.34	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	69	INS69	79.55	254.70	279.55	554.70	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	70	INS70	75.83	262.44	275.83	562.44	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	71	INS71	87.14	264.33	287.14	564.33	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	72	INS72	90.05	272.32	290.05	572.32	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	73	INS73	91.56	276.46	291.56	576.46	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	74	INS74	104.77	301.50	304.77	601.50	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	75	INS75	109.14	304.06	309.14	604.06	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	76	INS76	114.84	306.58	314.84	606.58	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	77	INS77	116.50	312.40	316.50	612.40	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	78	INS78	120.32	314.11	320.32	614.11	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	79	INS79	123.21	318.40	323.21	618.40	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	S	80	INS80	122.82	322.67	322.82	622.67	IN	NEW	S	S	0	0	0	0	0	0	0	0
IN	A	1	INA1	12.68	178.07	212.68	478.07	IN	OLD	A	A	0	3	0	0	0	5	8	0
IN	A	2	INA2	-1.15	169.45	198.85	469.45	IN	OLD	A	A	2	4	0	0	1	10	14	3
IN	A	3	INA3	-19.34	166.82	180.66	466.82	IN	OLD	A	A	6	4	1	0	0	0	4	7
IN	A	4	INA4	-21.53	168.46	178.47	468.46	IN	OLD	A	A	1	2	0	0	0	3	5	1
IN	A	5	INA5	-12.48	182.04	187.52	482.04	IN	OLD	A	A	4	12	1	4	2	121	137	7
IN	A	6	INA6	-25.00	159.23	175.00	459.23	IN	OLD	A	A	6	16	3	4	1	45	65	10
IN	A	7	INA7	-24.32	165.01	175.68	465.01	IN	OLD	A	A	2	5	0	2	0	25	32	2
IN	A	8	INA8	-24.64	161.46	175.36	461.46	IN	OLD	A	A	0	1	1	0	0	5	6	1
IN	A	9	INA9	-41.02	172.14	158.98	472.14	IN	OLD	A	A	2	0	0	0	0	5	5	2
IN	A	10	INA10	-51.21	176.11	148.79	476.11	IN	OLD	A	A	4	15	1	3	0	66	84	5
IN	A	11	INA11	-69.81	170.28	130.19	470.28	IN	OLD	A	A	0	0	1	0	0	0	0	1
IN	A	12	INA12	-64.98	120.89	135.02	420.89	IN	OLD	A	A	0	0	0	0	0	1	1	0
IN	A	13	INA13	-94.55	128.47	105.45	428.47	IN	OLD	A	A	0	0	0	0	0	0	0	0
IN	A	14	INA14	-100.30	128.02	99.70	428.02	IN	OLD	A	A	1	0	0	0	0	0	0	1
IN	A	15	INA15	-130.47	115.18	69.53	415.18	IN	OLD	A	A	0	0	0	0	0	1	1	0
IN	A	16	INA16	-130.41	121.69	69.59	421.69	IN	OLD	A	A	0	0	0	0	0	0	0	0
IN	A	17	INA17	-129.03	128.28	70.97	428.28	IN	OLD	A	A	0	0	0	0	0	1	1	0
IN	A	18	INA18	-141.22	154.09	58.78	454.09	IN	OLD	A	A	0	0	0	0	0	0	0	0
IN	A	19	INA19	47.21	155.73	247.21	455.73	IN	OLD	A	A	3	3	1	0	1	13	16	5
IN	A	20	INA20	52.05	155.28	252.05	455.28	IN	OLD	A	A	12	62	0	0	2	28	90	14
IN	A	21	INA21	59.99	153.22	259.99	453.22	IN	OLD	A	A	9	10	4	3	2	15	28	15
IN	A	22	INA22	61.41	158.29	261.41	458.29	IN	OLD	A	A	7	7	1	3	1	43	53	9
IN	A	23	INA23	61.24	148.58	261.24	448.58	IN	OLD	A	A	1	3	1	3	2	14	20	4
IN	A	24	INA24	54.98	131.39	254.98	431.39	IN	OLD	A	A	0	5	0	2	0	21	28	0
IN	A	25	INA25	41.88	115.92	241.88	415.92	IN	OLD	A	A	1	6	1	5	0	44	55	2
IN	A	26	INA26	32.81	111.69	232.81	411.69	IN	OLD	A	A	0	9	0	0	0	0	9	0
IN	A	27	INA27	22.70	121.80	222.70	421.80	IN	OLD	A	A	0	34	0	7	2	78	119	2
IN	A	28	INA28	40.80	107.14	240.80	407.14	IN	OLD	A	A	4	2	2	0	0	12	14	6
IN	A	29	INA29	39.38	97.94	239.38	397.94	IN	OLD	A	A	0	36	0	8	1	0	44	1
IN	A	30	INA30	42.29	95.50	242.29	395.50	IN	OLD	A	A	4	39	1	4	5	66	109	10
IN	A	31	INA31	28.43	80.42	228.43	380.42	IN	OLD	A	A	11	19	0	9	0	0	28	11
IN	A	32	INA32	16.28	56.89	216.28	356.89	IN	OLD	A	A	1	4	5	2	2	5	11	8
IN	A	33	INA33	-5.15	15.77	194.85	315.77	IN	OLD	A	A	0	1	1	0	0	6	7	1
IN	A	34	INA34	-59.99	-16.37	140.01	283.63	IN	OLD	A	A	1	1	0	0	0	0	1	1
IN	A	35	INA35	-64.22	-7.06	135.78	292.94	IN	OLD	A	A	0	3	0	1	0	7	11	0
IN	A	36	INA36	-64.22	7.64	135.78	307.64	IN	OLD	A	A	1	10	1	0	0	18	28	2
IN	A	37	INA37	-66.86	17.49	133.14	317.49	IN	OLD	A	A	0	16	0	4	0	8	28	0
IN	A	38	INA38	-88.16	10.51	111.84	310.51	IN	OLD	A	A	0	5	0	0	0	4	9	0
IN	A	39	INA39	-71.05	48.78	128.95	348.78	IN	OLD	A	A	0	14	0	0	0	16	30	0
IN	A	40	INA40	40.35	128.48	240.35	428.48	IN	OLD	A	A	1	36	0	2	0	11	49	1
IN	A	41	INA41	-56.02	-19.67	143.98	280.33	IN	OLD	A	A	0	0	0	0	1	0	0	1
IN	A	42	INA42	-62.47	-13.27	137.53	286.73	IN	OLD	A	A	3	3	0	2	0	4	9	3
IN	A	43	INA43	-59.19	-1.65	140.81	298.35	IN	OLD	A	A	0	0	0	0	0	2	2	0
IN	A	44	INA44	-71.30	7.02	128.70	307.02	IN	OLD	A	A	0	0	0	0	0	7	7	0
IN	A	45	INA45	-70.31	1.51	129.69	301.51	IN	OLD	A	A	0	0	0	0	0	3	3	0
IN	A	46	INA46	-67.42	13.18	132.58	313.18	IN	OLD	A	A	0	0	0	0	0	2	2	0
IN	A	47	INA47	-68.27	14.65	131.73	314.65	IN	OLD	A	A	0	0	0	0	0	0	0	0
IN	A	48	INA48	-74.38	15.73	125.62	315.73	IN	OLD	A	A	0	0	0	0	0	2	2	0
IN	A	49	INA49	-50.87	20.50	149.13	320.50	IN	OLD	A	A	0	0	0	0	0	4	4	0
IN	A	50	INA50	14.93	104.48	214.93	404.48	IN	OLD	A	A	0	1	0	2	0	4	7	0
IN	A	51	INA51	-71.47	-11.77	128.53	288.23	IN	OLD	A	A	3	18	0	23	0	0	41	3
IN	A	52	INA52	-74.77	-12.02	125.23	287.98	IN	OLD	A	A	6	24	6	7	5	67	98	17
IN	A	53	INA53	-22.45	20.53	177.55	320.53	IN	OLD	A	A	1	2	0	0	0	23	25	1
IN	A	68	INA68	-42.43	233.21	157.57	533.21	IN	OLD	A	A	0	0	0	0	0	1	1	0
IN	A	69	INA69	-44.03	240.71	155.97	540.71	IN	OLD	A	A	1	0	0	1	0	1	2	1
IN	A	70	INA70	-123.87	183.58	76.13	483.58	IN	OLD	A	A	0	0	0	0	0	0	0	0
IN	A	79	INA79	-60.02	145.26	139.98	445.26	IN	OLD	A	A	0	0	0	1	0	0	1	0
IN	A	80	INA80	-65.10	70.99	134.90	370.99	IN	OLD	A	A	0	1	0	0	0	12	13	0
IN	A	54a	INA54a	-19.33	25.42	180.67	325.42	IN	OLD	A	A	2	1	0	0	0	8	9	2
IN	a	1	INa1	77.83	161.18	277.83	461.18	IN	OLD	a	a	0	0	0	0	0	2	2	0
IN	a	2	INa2	62.12	165.34	262.12	465.34	IN	OLD	a	a	0	1	0	1	0	0	2	0
IN	a	3	INa3	49.80	179.09	249.80	479.09	IN	OLD	a	a	0	3	0	0	0	1	4	0
IN	a	4	INa4	9.85	163.87	209.85	463.87	IN	OLD	a	a	0	0	0	0	0	1	1	0
IN	a	5	INa5	-3.30	175.99	196.70	475.99	IN	OLD	a	a	0	0	0	0	0	1	1	0
IN	a	6	INa6	-24.93	192.28	175.07	492.28	IN	OLD	a	a	0	0	0	0	0	1	1	0
IN	a	7	INa7	-63.42	209.06	136.58	509.06	IN	OLD	a	a	0	0	0	0	0	0	0	0
IN	a	8	INa8	-58.06	169.88	141.94	469.88	IN	OLD	a	a	0	1	0	0	0	1	2	0
IN	a	9	INa9	-55.85	146.31	144.15	446.31	IN	OLD	a	a	0	0	0	0	0	0	0	0
IN	a	10	INa10	-88.12	139.70	111.88	439.70	IN	OLD	a	a	0	0	0	0	0	0	0	0
IN	a	11	INa11	-46.83	154.01	153.17	454.01	IN	OLD	a	a	0	0	0	0	0	1	1	0
IN	a	12	INa12	-66.09	163.47	133.91	463.47	IN	OLD	a	a	0	0	0	0	0	0	0	0
IN	a	13	INa13	-76.29	147.82	123.71	447.82	IN	OLD	a	a	0	0	0	0	0	0	0	0
IN	a	14	INa14	-95.77	124.21	104.23	424.21	IN	OLD	a	a	0	0	0	0	0	0	0	0
IN	a	15	INa15	-98.06	124.31	101.94	424.31	IN	OLD	a	a	0	0	0	0	0	0	0	0
IN	a	16	INa16	-3.49	9.58	196.51	309.58	IN	OLD	a	a	0	0	0	0	0	1	1	0
IN	a	17	INa17	9.13	59.23	209.13	359.23	IN	OLD	a	a	0	1	0	0	0	21	22	0
IN	a	18	INa18	7.75	59.47	207.75	359.47	IN	OLD	a	a	0	6	0	0	0	43	49	0
IN	a	19	INa19	64.03	161.85	264.03	461.85	IN	OLD	a	a	1	1	0	0	0	3	4	1
IN	a	20	INa20	79.75	178.48	279.75	478.48	IN	OLD	a	a	0	0	0	0	0	0	0	0
IN	a	21	INa21	5.37	175.82	205.37	475.82	IN	OLD	a	a	0	1	0	0	0	0	1	0
IN	a	22	INa22	-19.74	177.20	180.26	477.20	IN	OLD	a	a	1	1	1	0	1	0	1	3
IN	a	23	INa23	-22.25	174.77	177.75	474.77	IN	OLD	a	a	0	1	1	0	1	3	4	2
IN	a	24	INa24	-26.72	170.07	173.28	470.07	IN	OLD	a	a	1	0	0	0	0	2	2	1
IN	a	25	INa25	-75.62	172.28	124.38	472.28	IN	OLD	a	a	0	0	0	0	0	6	6	0
IN	a	26	INa26	-66.75	140.34	133.25	440.34	IN	OLD	a	a	0	0	0	0	0	0	0	0
IN	a	27	INa27	-76.30	133.11	123.70	433.11	IN	OLD	a	a	0	0	0	0	0	1	1	0
IN	a	28	INa28	-89.10	125.90	110.90	425.90	IN	OLD	a	a	0	0	0	0	0	0	0	0
IN	a	29	INa29	-125.21	110.54	74.79	410.54	IN	OLD	a	a	0	0	0	0	0	0	0	0
IN	a	30	INa30	-128.50	132.88	71.50	432.88	IN	OLD	a	a	0	0	0	0	0	0	0	0
IN	a	31	INa31	-24.62	8.96	175.38	308.96	IN	OLD	a	a	0	0	0	0	0	3	3	0
IN	a	32	INa32	-13.78	6.42	186.22	306.42	IN	OLD	a	a	1	2	0	0	0	4	6	1
IN	a	33	INa33	-12.58	14.83	187.42	314.83	IN	OLD	a	a	0	0	0	0	0	2	2	0
IN	a	34	INa34	-2.12	25.27	197.88	325.27	IN	OLD	a	a	0	0	0	0	0	6	6	0
IN	a	35	INa35	0.65	28.57	200.65	328.57	IN	OLD	a	a	0	3	0	1	0	3	7	0
IN	a	36	INa36	1.08	30.82	201.08	330.82	IN	OLD	a	a	0	0	0	0	0	0	0	0
IN	a	37	INa37	12.11	60.20	212.11	360.20	IN	OLD	a	a	0	0	0	0	0	6	6	0
IN	a	38	INa38	59.04	137.30	259.04	437.30	IN	OLD	a	a	0	0	0	0	0	1	1	0
IN	a	39	INa39	73.62	178.24	273.62	478.24	IN	OLD	a	a	0	1	0	0	0	4	5	0
IN	a	40	INa40	71.65	187.86	271.65	487.86	IN	OLD	a	a	0	0	0	0	0	1	1	0
IN	a	74	INa74	56.62	135.90	256.62	435.90	IN	OLD	a	a	0	0	0	0	0	2	2	0
IN	a	75	INa75	-3.63	31.14	196.37	331.14	IN	OLD	a	a	0	1	0	0	0	3	4	0
IN	a	76	INa76	-8.00	27.42	192.00	327.42	IN	OLD	a	a	0	3	0	0	0	2	5	0
IN	a	77	INa77	-9.43	25.42	190.57	325.42	IN	OLD	a	a	0	1	0	0	0	2	3	0
IN	a	78	INa78	-31.48	11.46	168.52	311.46	IN	OLD	a	a	0	1	0	0	0	1	2	0
IN	a	79	INa79	-65.18	3.90	134.82	303.90	IN	OLD	a	a	0	0	0	0	0	0	0	0
IN	a	80	INa80	-65.44	-2.52	134.56	297.48	IN	OLD	a	a	0	0	1	0	0	0	0	1
IN	N	1	INN1	-2.17	164.39	197.83	464.39	IN	OLD	N	N	1	2	0	0	0	0	2	1
IN	N	2	INN2	-7.71	161.39	192.29	461.39	IN	OLD	N	N	0	1	1	0	0	3	4	1
IN	N	3	INN3	-31.77	151.62	168.23	451.62	IN	OLD	N	N	0	1	0	0	0	6	7	0
IN	N	4	INN4	-42.25	150.67	157.75	450.67	IN	OLD	N	N	0	5	0	0	0	1	6	0
IN	N	5	INN5	-49.72	172.18	150.28	472.18	IN	OLD	N	N	0	0	0	0	0	9	9	0
IN	N	6	INN6	-68.29	181.17	131.71	481.17	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	7	INN7	-71.28	178.03	128.72	478.03	IN	OLD	N	N	0	0	0	1	0	1	2	0
IN	N	8	INN8	-78.58	165.69	121.42	465.69	IN	OLD	N	N	0	0	0	0	0	1	1	0
IN	N	9	INN9	-84.66	168.52	115.34	468.52	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	10	INN10	-106.28	208.78	93.72	508.78	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	11	INN11	-107.15	198.92	92.85	498.92	IN	OLD	N	N	1	0	0	0	0	0	0	1
IN	N	12	INN12	-93.58	186.79	106.42	486.79	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	13	INN13	-121.25	172.12	78.75	472.12	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	14	INN14	-134.60	151.35	65.40	451.35	IN	OLD	N	N	0	0	0	0	0	1	1	0
IN	N	15	INN15	-138.48	144.65	61.52	444.65	IN	OLD	N	N	1	0	0	0	0	2	2	1
IN	N	16	INN16	-140.12	132.79	59.88	432.79	IN	OLD	N	N	0	1	0	0	0	0	1	0
IN	N	17	INN17	-104.72	111.81	95.28	411.81	IN	OLD	N	N	0	0	0	0	0	1	1	0
IN	N	18	INN18	-97.20	114.55	102.80	414.55	IN	OLD	N	N	0	0	0	1	0	0	1	0
IN	N	19	INN19	-88.08	105.43	111.92	405.43	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	20	INN20	-83.76	113.37	116.24	413.37	IN	OLD	N	N	0	0	0	0	0	4	4	0
IN	N	21	INN21	-54.37	108.25	145.63	408.25	IN	OLD	N	N	0	0	0	0	1	0	0	1
IN	N	22	INN22	-53.81	123.63	146.19	423.63	IN	OLD	N	N	0	1	0	0	0	3	4	0
IN	N	23	INN23	-26.62	132.57	173.38	432.57	IN	OLD	N	N	0	0	0	1	0	0	1	0
IN	N	24	INN24	-20.34	127.30	179.66	427.30	IN	OLD	N	N	0	1	1	0	0	5	6	1
IN	N	25	INN25	-25.33	136.27	174.67	436.27	IN	OLD	N	N	0	1	0	0	0	3	4	0
IN	N	26	INN26	56.18	190.25	256.18	490.25	IN	OLD	N	N	0	2	0	0	0	0	2	0
IN	N	27	INN27	51.42	126.31	251.42	426.31	IN	OLD	N	N	0	1	0	0	0	8	9	0
IN	N	28	INN28	37.62	91.38	237.62	391.38	IN	OLD	N	N	3	2	0	0	0	8	10	3
IN	N	29	INN29	6.44	33.83	206.44	333.83	IN	OLD	N	N	0	3	0	1	0	13	17	0
IN	N	30	INN30	-45.28	-11.54	154.72	288.46	IN	OLD	N	N	0	0	0	1	0	7	8	0
IN	N	31	INN31	-42.78	-4.68	157.22	295.32	IN	OLD	N	N	0	2	0	0	0	15	17	0
IN	N	32	INN32	-57.94	-8.74	142.06	291.26	IN	OLD	N	N	0	0	0	0	0	3	3	0
IN	N	33	INN33	-55.38	-1.70	144.62	298.30	IN	OLD	N	N	0	1	0	0	0	7	8	0
IN	N	34	INN34	-52.50	-16.53	147.50	283.47	IN	OLD	N	N	0	0	0	0	0	3	3	0
IN	N	35	INN35	-69.11	-5.28	130.89	294.72	IN	OLD	N	N	0	4	0	4	0	2	10	0
IN	N	36	INN36	-65.88	-0.88	134.12	299.12	IN	OLD	N	N	1	4	1	0	0	5	9	2
IN	N	37	INN37	-62.19	31.82	137.81	331.82	IN	OLD	N	N	2	0	1	0	0	2	2	3
IN	N	38	INN38	-81.78	28.78	118.22	328.78	IN	OLD	N	N	0	0	0	0	0	1	1	0
IN	N	39	INN39	-93.11	24.20	106.89	324.20	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	40	INN40	-74.09	42.25	125.91	342.25	IN	OLD	N	N	0	0	0	0	0	4	4	0
IN	N	41	INN41	11.99	227.92	211.99	527.92	IN	OLD	N	N	0	0	0	0	0	4	4	0
IN	N	42	INN42	30.20	198.35	230.20	498.35	IN	OLD	N	N	0	1	0	0	0	3	4	0
IN	N	43	INN43	43.25	195.48	243.25	495.48	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	44	INN44	52.95	187.90	252.95	487.90	IN	OLD	N	N	0	0	1	0	0	2	2	1
IN	N	45	INN45	52.60	190.39	252.60	490.39	IN	OLD	N	N	0	0	0	0	0	1	1	0
IN	N	46	INN46	0.89	162.85	200.89	462.85	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	47	INN47	-8.53	161.06	191.47	461.06	IN	OLD	N	N	1	2	0	0	1	11	13	2
IN	N	48	INN48	-31.50	148.83	168.50	448.83	IN	OLD	N	N	0	0	0	0	0	10	10	0
IN	N	49	INN49	-41.96	147.91	158.04	447.91	IN	OLD	N	N	0	1	0	0	0	2	3	0
IN	N	50	INN50	-52.76	106.33	147.24	406.33	IN	OLD	N	N	0	0	0	1	0	0	1	0
IN	N	51	INN51	-52.18	110.15	147.82	410.15	IN	OLD	N	N	0	0	1	0	1	0	0	2
IN	N	52	INN52	-52.12	111.88	147.88	411.88	IN	OLD	N	N	0	0	1	0	0	1	1	1
IN	N	53	INN53	-77.20	103.00	122.80	403.00	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	54	INN54	-85.08	110.14	114.92	410.14	IN	OLD	N	N	0	0	0	0	1	1	1	1
IN	N	55	INN55	-101.46	111.57	98.54	411.57	IN	OLD	N	N	0	1	0	0	0	2	3	0
IN	N	56	INN56	-143.03	135.24	56.97	435.24	IN	OLD	N	N	0	0	1	0	0	0	0	1
IN	N	57	INN57	-170.76	117.99	29.24	417.99	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	58	INN58	-122.51	143.96	77.49	443.96	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	59	INN59	-161.60	153.51	38.40	453.51	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	60	INN60	-162.16	155.89	37.84	455.89	IN	OLD	N	N	0	0	0	0	0	1	1	0
IN	N	61	INN61	10.18	228.76	210.18	528.76	IN	OLD	N	N	0	1	1	0	0	0	1	1
IN	N	62	INN62	-13.55	260.07	186.45	560.07	IN	OLD	N	N	0	0	0	0	0	1	1	0
IN	N	63	INN63	-15.18	261.69	184.82	561.69	IN	OLD	N	N	0	4	0	0	0	1	5	0
IN	N	64	INN64	-78.73	256.60	121.27	556.60	IN	OLD	N	N	0	0	0	0	0	1	1	0
IN	N	65	INN65	-78.73	242.60	121.27	542.60	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	66	INN66	-85.08	232.74	114.92	532.74	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	67	INN67	-92.59	241.71	107.41	541.71	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	68	INN68	-88.15	247.00	111.85	547.00	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	69	INN69	-83.17	219.56	116.83	519.56	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	70	INN70	-95.94	217.46	104.06	517.46	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	71	INN71	-99.52	223.29	100.48	523.29	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	72	INN72	-108.40	220.80	91.60	520.80	IN	OLD	N	N	0	0	0	0	0	0	0	0
IN	N	73	INN73	-101.84	199.27	98.16	499.27	IN	OLD	N	N	0	0	0	0	0	0	0	0
