1094 1    119  119  178  190  244  246  104  124  167  173  221  221  231  231  97   97   142  142  198  198  257  289
1095 1    117  119  178  192  246  246  104  110  167  173  221  221  235  235  95   95   132  146  198  202  263  271
1096 1    119  119  178  178  246  246  104  104  167  183  221  221  231  231  97   97   142  142  198  198  257  283
1097 1    119  119  194  194  246  246  104  104  167  167  221  221  231  231  97   97   142  142  198  198  257  283
1098 1    119  119  178  178  244  246  104  104  173  183  221  221  231  231  95   97   142  146  198  198  257  271
1099 1    119  121  178  194  244  246  104  104  173  187  221  222  231  235  95   97   142  146  200  200  257  271
1100 1    119  119  178  186  246  246  104  104  173  183  221  222  231  231  95   97   134  136  198  198  257  295
1101 1    117  117  178  192  246  246  110  110  173  173  221  221  235  235  95   95   132  146  202  202  263  271
1102 1    119  119  178  178  246  246  104  104  173  183  221  221  231  231  97   97   136  142  198  198  257  283
1103 1    117  121  178  192  244  246  104  112  183  183  222  228  231  231  93   93   132  142  198  198  271  283
1104 1    119  119  190  190  246  246  104  124  177  185  226  226  235  235  93   97   132  132  198  200  251  261
1105 1    117  119  178  194  246  246  104  104  183  183  221  221  231  231  95   97   142  142  198  198  271  283
1106 1    119  119  178  204  246  246  104  104  173  183  221  221  231  231  95   95   132  142  194  198  271  283
1107 1    119  119  192  194  246  246  104  104  167  173  221  222  231  235  95   95   136  146  200  202  257  263
1108 1    119  119  178  190  244  244  104  124  173  173  221  221  231  231  97   97   142  146  198  198  271  271
1109 1    117  119  178  204  244  246  104  104  173  173  221  221  231  231  95   95   132  132  198  198  271  271
1110 1    117  119  190  190  244  246  124  124  173  185  221  226  235  235  93   93   132  146  198  198  251  257
1111 1    119  119  204  204  244  244  124  142  187  187  221  221  231  231  97   97   132  132  198  198  251  257
1112 1    119  119  190  204  244  244  104  124  173  187  221  228  231  235  93   93   132  146  198  202  261  289
1113 1    117  117  178  178  246  246  104  104  173  183  221  221  231  235  95   95   142  146  198  198  263  283
1115 1    109  119  206  206  244  246  102  142  167  183  221  226  231  231  95   97   136  142  194  198  271  283
1116 1    119  129  200  206  244  246  104  124  175  185  221  222  231  231  97   101  132  146  198  198  251  261
1117 1    119  119  178  194  244  246  104  142  145  183  221  222  231  235  93   97   118  142  198  198  257  283
1118 1    119  119  178  194  246  246  104  104  167  183  221  222  231  231  95   95   134  142  198  200  283  295
1119 1    119  119  194  194  244  244  104  104  173  173  222  222  231  235  97   97   134  134  198  200  283  283
1120 1    117  119  178  178  244  244  104  116  167  183  221  222  231  235  95   97   132  142  194  198  261  283
1121 1    119  119  178  178  244  246  102  104  183  183  221  222  231  231  93   97   142  142  194  198  283  283
1122 1    119  119  190  190  244  244  104  124  167  167  221  221  231  231  97   97   142  142  198  198  271  289
1123 1    119  119  178  190  244  244  104  124  173  183  221  222  231  235  93   97   142  142  198  198  283  289
1124 1    119  119  178  178  244  244  124  124  167  167  221  221  231  231  97   97   142  146  198  198  271  289
1125 1    119  119  178  178  244  244  104  124  173  183  221  226  231  231  95   97   142  146  198  198  283  289
1126 1    119  119  178  206  244  244  104  124  167  175  228  228  231  235  95   101  134  134  198  202  271  275
1127 1    119  119  178  190  244  244  104  124  167  173  221  221  231  231  97   97   146  146  198  198  271  289
1129 1    119  119  178  194  244  246  104  104  167  173  221  222  231  235  97   97   134  136  198  200  283  283
1132 1    119  119  186  194  246  246  104  104  183  183  221  222  231  235  95   95   136  136  198  200  283  283
1133 1    119  119  178  178  244  246  104  110  167  183  221  222  231  231  93   95   132  136  198  198  251  283
1135 1    119  119  178  178  244  246  104  104  167  173  221  222  231  235  97   97   136  146  198  200  257  271
1137 1    117  117  192  192  244  244  112  112  183  183  228  228  235  235  93   93   132  132  198  198  251  271
1138 1    117  119  178  206  246  246  104  112  169  185  221  222  231  231  95   95   144  146  200  200  257  295
1155 1    119  125  194  204  246  246  106  106  183  183  226  228  231  231  93   95   132  136  198  198  259  271
1156 1    119  119  178  178  246  246  104  116  183  183  221  221  231  235  97   97   142  142  198  198  257  257
1161 1    119  119  178  206  244  244  104  112  167  183  221  226  231  235  95   97   142  146  194  198  257  269
1164 1    117  119  178  194  244  246  104  142  145  183  222  222  231  231  95   97   136  146  198  200  283  295
1165 1    109  117  176  194  246  246  104  142  167  183  221  222  231  235  93   97   136  142  194  200  261  283
1169 1    119  121  186  194  246  246  104  122  183  183  221  222  231  235  95   95   134  136  198  198  283  283
1170 1    117  119  178  204  244  246  104  104  183  183  221  221  231  231  95   95   142  142  194  194  271  283
1173 1    117  119  178  194  244  246  104  104  183  183  221  222  231  231  93   97   142  142  198  198  287  295
1175 1    117  119  204  204  246  246  104  104  173  183  221  221  231  231  95   95   132  142  198  198  271  271
1176 1    119  121  186  186  246  246  104  122  183  183  222  222  231  235  95   95   134  136  198  200  295  295
1177 1    119  121  186  194  246  246  104  122  183  183  221  222  231  235  95   95   134  136  198  200  283  295
1178 1    119  121  186  186  246  246  122  122  183  183  221  221  231  235  95   95   134  136  198  198  283  295
1179 1    119  119  178  178  244  246  104  104  167  167  221  222  235  235  93   93   142  142  194  198  283  287
1181 1    119  121  194  194  246  246  104  122  183  183  221  221  231  235  95   95   134  136  200  200  295  295
1182 1    119  119  178  178  246  246  102  104  167  183  222  222  231  231  93   93   142  142  198  198  283  287
1183 1    119  121  186  186  246  246  104  122  183  183  221  222  231  231  95   95   136  136  198  200  283  295
1184 1    119  121  186  194  246  246  122  122  183  183  221  222  235  235  95   95   136  136  198  200  283  295
1186 1    119  119  178  190  244  244  104  104  167  173  221  221  231  231  97   97   142  146  198  198  271  289
1188 1    119  119  178  190  244  244  124  124  167  173  221  221  231  231  97   97   142  146  198  198  271  289
1189 1    117  119  178  204  244  246  104  104  173  183  221  221  231  231  95   95   132  142  194  198  271  283
1190 1    119  121  186  194  246  246  104  104  183  183  221  222  231  235  95   95   134  136  200  200  283  295
1191 1    117  119  194  204  244  246  104  112  183  183  222  228  231  235  93   97   132  136  198  198  261  271
1192 1    119  119  178  178  244  244  102  102  167  167  221  221  231  235  93   93   142  142  194  194  287  287
1193 1    119  121  186  194  246  246  104  122  183  183  221  221  231  231  95   95   134  136  200  200  283  283
1195 1    119  119  178  178  244  246  102  102  167  167  221  221  231  235  93   93   142  142  194  194  283  287
1196 1    119  119  178  178  244  246  102  104  167  167  222  222  231  235  93   93   142  142  198  198  287  287
1198 1    117  119  178  206  244  244  106  110  161  173  221  228  231  231  93   95   132  144  194  198  257  281
1199 1    117  119  178  178  244  244  142  142  183  183  221  221  231  231  95   97   132  146  200  200  257  261
358  1    119  119  178  194  244  246  104  104  173  173  221  222  231  231  93   97   134  146  194  200  283  283
361  1    117  119  178  194  244  246  102  142  167  183  221  222  231  235  93   93   142  142  194  194  283  283
367  1    119  121  186  194  246  246  104  122  183  183  221  222  231  235  95   95   134  136  198  198  283  295
369  1    117  117  178  204  244  246  104  106  183  183  222  228  231  231  93   95   132  142  198  198  271  295
370  1    119  127  178  194  244  246  104  104  167  183  222  222  231  231  93   97   142  146  198  198  271  283
382  1    119  119  178  190  244  244  104  124  173  173  221  221  231  231  97   97   146  146  198  198  289  289
383  1    119  119  178  190  244  246  104  124  169  173  221  222  231  231  95   97   142  142  198  198  271  283
387  1    119  119  178  190  244  244  104  124  167  173  221  221  231  231  97   97   142  146  198  198  271  289
388  1    119  119  178  190  244  244  104  124  167  173  221  221  231  231  97   97   142  142  198  198  271  289
390  1    119  119  190  190  244  244  104  104  167  167  221  221  231  231  97   97   142  142  198  198  271  271
391  1    117  119  186  194  244  246  122  142  145  183  222  222  231  235  95   97   136  142  194  200  283  295
1851 1    119  119  190  190  246  246  104  124  177  177  221  221  235  235  93   97   132  132  198  200  251  261
966  1    117  119  178  204  244  246  106  112  183  183  221  228  231  235  95   95   132  132  198  198  257  271
967  1    119  119  178  178  244  246  104  104  167  183  228  228  231  231  95   97   132  136  198  198  259  259
968  1    119  119  178  190  244  246  104  124  167  183  221  228  231  231  97   97   132  146  198  198  259  289
CAR3 2    119  127  204  206  244  244  104  110  173  173  221  226  231  235  95   95   136  144  198  198  257  295
CAR5 2    127  127  186  186  244  244  104  104  161  161  226  226  235  235  101  101  116  116  194  198  261  269
CAR6 2    127  127  186  194  244  244  104  104  143  143  226  226  231  231  95   101  116  116  198  198  261  269
R7   2    127  127  186  194  244  244  104  104  161  161  226  226  235  235  95   101  134  134  194  198  269  269
R8   2    119  119  192  192  246  246  112  122  173  173  221  221  231  231  101  101  134  134  200  200  269  269
R9   2    119  119  204  204  246  246  104  104  143  143  221  221  231  231  95   95   136  136  198  198  263  263
RBR1 2    117  117  176  206  246  246  124  124  185  185  221  228  231  231  95   95   144  144  200  200  257  257
RBR3 2    127  127  186  186  244  244  104  104  143  143  226  226  231  231  95   101  116  116  198  198  261  261
RBR4 2    127  127  186  186  244  244  104  104  143  143  226  226  231  231  101  101  116  116  198  198  261  269
RBR5 2    127  127  186  194  244  244  104  104  143  143  226  226  231  231  101  101  116  116  198  198  261  261
RBR6 2    117  119  176  206  244  246  110  124  143  185  221  228  231  231  95   95   134  144  198  200  263  263
701  3    109  119  178  178  244  246  102  102  173  173  222  226  231  231  97   97   132  132  198  198  283  283
702  3    121  127  178  194  244  244  102  102  161  175  221  226  231  231  97   97   132  132  198  198  259  271
703  3    121  127  178  194  244  244  102  102  175  175  226  226  231  231  97   97   132  132  198  198  259  259
704  3    109  109  176  178  244  246  102  102  173  175  226  226  231  231  97   97   132  132  198  198  281  281
705  3    109  119  176  178  244  246  102  104  173  175  222  226  231  231  97   97   132  132  198  198  281  283
706  3    109  119  176  178  246  246  102  102  173  173  222  226  231  231  97   97   132  132  198  198  281  283
707  3    109  109  178  178  244  244  102  104  173  175  222  226  231  231  97   97   132  132  198  198  281  283
708  3    109  109  176  178  244  246  102  104  175  175  222  226  231  231  97   97   132  132  198  198  281  283
709  3    121  121  178  178  244  244  102  102  161  175  226  226  231  231  97   97   132  146  198  198  259  271
CM710     3    109  127  178  178  244  246  102  106  177  185  221  226  231  231  93   95   132  144  194  198  257  273
711  3    109  119  178  192  246  246  102  102  161  177  221  221  231  231  97   97   132  144  198  198  271  273
712  3    117  119  178  194  246  246  102  106  143  185  221  226  231  231  93   93   132  144  198  198  269  271
CM713     3    117  119  178  204  244  246  102  106  161  167  221  221  231  231  93   97   132  144  198  198  251  273
715  3    109  119  178  178  244  246  104  104  175  175  222  226  231  231  97   97   132  132  198  198  281  283
CMNM1     3    121  127  178  178  244  246  102  102  175  175  221  226  231  231  97   97   146  146  198  198  271  271
CL6  4    113  113  176  176  244  246  104  124  173  173  226  228  231  235  97   101  134  146  196  198  271  285
NM1  4    119  119  194  194  246  246  104  104  153  153  221  221  235  235  93   97   136  136  198  198  269  283
NM2  4    117  119  206  206  244  246  106  142  161  185  221  226  231  235  93   95   118  134  194  198  257  269
NM3  4    127  127  176  178  244  244  106  106  183  183  221  221  235  235  97   97   136  136  198  198  257  283
776  4    129  129  192  194  244  246  102  102  173  173  221  221  231  231  97   101  132  136  198  198  257  257
777  4    121  121  176  204  244  246  110  112  145  167  221  221  231  235  97   97   138  144  194  198  255  259
780  4    117  119  176  206  244  244  116  142  161  183  221  221  235  235  93   97   132  146  198  200  257  291
877  4    119  127  194  206  244  246  104  110  183  187  228  228  231  235  93   97   132  146  194  198  257  257
CL878     4    119  127  176  176  244  246  106  106  183  183  221  228  235  235  97   97   132  132  198  198  295  295
879  4    119  127  176  206  246  246  106  110  183  183  228  228  231  235  97   97   142  148  198  198  283  295
880  4    119  119  176  206  244  246  106  110  183  183  228  228  235  235  93   97   132  132  194  198  251  295
883  4    117  119  176  206  244  246  112  142  183  183  221  228  231  235  93   95   132  134  194  198  257  269
884  4    119  127  176  206  244  244  106  142  183  183  221  221  235  235  93   97   132  136  198  198  257  283
885  4    117  119  206  206  244  246  110  124  161  173  226  228  235  235  93   93   132  132  194  194  257  263
CL886     4    119  127  178  206  244  244  106  142  167  183  221  221  231  235  93   101  118  146  198  198  257  283
887  4    109  119  176  206  246  246  104  142  161  187  226  228  235  235  95   97   132  132  194  198  257  263
CL888     4    119  127  176  206  244  246  106  142  161  183  221  221  235  235  93   101  118  136  198  198  257  257
889  4    119  119  176  176  244  246  106  106  183  183  221  228  235  235  97   97   132  132  198  198  257  295
890  4    119  121  176  206  244  246  106  142  173  183  228  228  231  235  93   97   132  144  196  198  251  263
891  4    119  119  176  206  244  244  106  110  161  183  221  228  231  235  93   97   132  132  194  198  251  257
892  4    119  121  178  206  244  246  110  142  161  167  221  221  231  231  93   95   132  136  194  198  251  273
CL876     4    119  127  176  176  244  244  106  106  183  183  221  221  235  235  97   101  136  136  198  198  257  257
CL3  4    119  119  176  190  244  244  104  106  161  173  226  226  231  235  93   95   132  148  194  200  259  259
CL778     4    119  125  176  176  246  246  124  124  185  185  221  221  231  231  93   93   134  148  194  198  257  257
TC1  5    119  129  176  178  246  246  104  104  173  183  221  221  231  235  95   97   142  146  194  200  271  283
TC2  5    117  119  178  206  244  246  104  104  173  177  221  222  231  231  95   97   142  144  198  198  269  271
TCNM1     5    117  117  178  194  244  244  106  106  143  143  221  221  231  231  97   97   132  132  198  200  267  267
TNM2 5    117  129  176  178  244  246  104  104  173  177  222  226  231  231  97   97   142  144  198  198  271  291
TNM3 5    117  117  178  178  246  246  122  122  143  175  221  221  231  231  97   97   132  132  198  200  261  267
TNM4 5    117  117  194  194  244  244  106  106  143  143  221  221  231  231  97   97   132  132  198  200  261  267
TNM5 5    117  117  178  194  244  246  106  106  175  175  221  221  231  231  97   97   132  132  198  200  261  267
TC1002    5    117  117  194  194  244  244  106  122  143  175  221  221  231  231  97   97   132  132  198  200  261  261
1003 5    117  129  178  178  244  246  104  122  175  183  221  221  231  235  97   97   132  146  198  200  267  271
1004 5    117  117  176  178  244  246  112  122  175  175  221  222  231  231  95   97   132  132  198  198  267  269
1005 5    117  119  176  194  246  246  106  106  173  175  221  221  231  231  97   97   132  136  198  198  261  297
1006 5    117  117  194  204  246  246  104  122  173  175  221  226  231  231  97   97   132  144  198  200  261  271
1007 5    109  117  178  220  244  246  106  124  143  167  221  221  231  231  97   97   132  148  194  200  267  271
1008 5    119  129  176  178  246  246  104  104  173  177  226  226  231  235  97   97   116  116  194  200  271  291
1009 5    117  117  176  194  244  244  112  122  173  175  221  221  231  231  97   97   132  142  198  200  267  267
1010 5    117  119  176  206  246  246  106  112  167  177  222  226  231  231  95   95   132  134  194  198  251  269
1011 5    119  119  194  206  244  244  106  122  167  175  221  222  231  231  95   97   134  142  194  198  251  283
1012 5    117  117  176  194  244  246  104  122  173  177  221  222  231  231  95   97   132  142  198  198  267  271
1013 5    117  119  176  178  244  244  104  122  143  143  221  221  231  231  93   97   118  132  198  200  267  269
1014 5    117  119  176  194  244  246  104  122  175  177  221  222  231  231  97   101  132  142  198  198  271  283
1015 5    117  129  178  178  244  246  104  122  143  183  221  221  231  235  97   97   132  146  194  200  267  291
1016 5    117  129  178  178  244  246  104  106  143  173  221  221  231  235  97   97   116  132  194  198  267  271
1017 5    117  117  178  178  246  246  106  122  175  175  221  221  231  231  97   97   132  132  198  198  261  261
1018 5    117  117  194  194  244  246  106  106  175  175  221  221  231  231  97   97   132  132  198  200  261  261
1019 5    117  129  176  178  246  246  104  104  173  177  222  222  231  231  97   97   132  142  198  198  271  271
1020 5    117  129  176  194  244  246  104  122  175  177  221  226  231  231  97   97   132  144  198  200  267  291
CT1  6    119  119  204  204  244  246  104  104  175  175  226  226  235  235  97   97   144  144  198  198  249  249
CT10 6    117  117  204  206  244  246  104  104  175  175  226  228  231  231  97   97   144  146  198  198  249  249
CT4  6    117  119  204  206  244  246  104  106  143  175  226  228  231  235  97   97   144  146  198  198  249  249
CT6  6    117  117  204  204  244  244  106  106  175  175  226  226  235  235  97   97   134  146  200  200  249  249
CT7  6    117  117  204  204  244  244  106  106  175  175  226  226  235  235  97   97   146  146  200  200  249  249
CT8  6    119  119  204  206  246  246  104  106  143  175  226  228  231  231  97   97   144  144  198  198  249  249
CT9  6    119  119  204  206  246  246  106  106  143  175  226  228  231  235  97   97   144  146  198  198  249  249
CTNM1     6    119  119  204  206  244  246  104  106  143  175  226  228  231  235  97   97   144  146  198  198  249  249
CTNM3     6    117  117  204  204  244  244  106  106  175  175  226  226  235  235  97   97   146  146  200  200  249  249
CTNM4     6    117  119  204  206  244  246  104  106  175  175  226  228  231  231  97   97   144  144  198  198  249  249
CTNM5     6    117  117  204  204  244  244  106  106  175  175  226  226  235  235  97   97   146  146  200  200  249  249
CTNM6     6    117  117  204  204  244  244  106  106  175  175  226  226  235  235  97   97   146  146  200  200  249  249
CTNM7     6    119  119  204  204  244  246  104  104  143  143  226  228  231  231  97   97   144  146  198  198  249  249
CTNM8     6    119  119  204  204  244  246  102  106  143  171  221  226  233  235  97   97   146  146  194  198  249  261
760  7    119  127  176  176  246  246  104  110  161  161  221  221  231  231  95   95   118  118  198  198  261  261
NN761     7    127  127  176  186  246  246  110  110  143  161  221  221  231  231  95   95   118  146  194  198  257  257
762  7    119  119  176  178  246  246  104  124  175  175  222  222  231  235  97   97   146  146  198  200  257  261
763  7    113  113  176  178  244  246  104  110  143  173  221  221  235  235  95   95   118  118  200  200  257  257
764  7    127  127  176  186  244  246  104  110  143  143  221  222  231  231  95   95   146  146  194  198  261  261
765  7    119  127  176  176  244  246  104  110  161  161  221  222  231  231  95   95   118  146  194  198  261  261
766  7    119  119  176  186  244  246  104  110  143  161  221  222  231  231  95   95   146  146  194  194  257  257
767  7    113  113  176  178  244  246  104  110  143  173  221  221  235  235  95   97   118  118  200  200  257  257
768  7    119  127  176  186  244  244  104  110  143  161  221  222  231  231  95   95   118  146  194  198  261  261
NN769     7    119  127  176  186  244  246  104  110  143  161  221  222  231  231  95   95   118  146  194  198  257  261
770  7    113  119  178  178  244  246  104  110  173  173  221  226  231  235  95   97   118  132  194  198  261  269
772  7    127  127  186  186  244  246  104  110  143  161  221  222  231  231  95   95   118  146  194  198  257  261
774  7    119  127  176  186  246  246  104  110  143  143  221  222  231  231  95   95   146  146  194  198  257  261
775  7    119  119  176  178  244  246  112  124  161  171  221  221  235  235  95   97   132  144  198  200  257  259
NNNM1     7    119  119  176  178  244  246  110  112  161  161  221  221  231  235  97   97   118  146  198  198  269  269
NNNM2     7    119  119  176  186  246  246  104  110  143  161  221  222  231  231  95   95   118  118  198  198  257  261
